,movie_name,movie_code,director_name,director_code,director_average,nation,release_date,day1_date,day1_screen,day1_audience,day14_date,day14_audience
6025, 델타 보이즈,20162972,고봉수,20210668,0,한국,2017-06-08,2017-06-08,28,145,2017-06-21,3371
6227, 행맨,20178761,아담 메이슨,10041299,0,영국,2017-07-12,2017-07-12,1,60,2017-07-25,0
6157, 노후 대책 없다,20162971,이동우,20235006,0,한국,2017-06-29,2017-06-29,18,56,2017-07-12,1532
6170, 치과 간호사의 가슴,20178023,타카하시 카즈히코,10018245,1,일본,2017-07-01,2017-07-01,1,1,2017-07-14,0
6160, 부니베어: 로거빅 컴백홈 프로젝트,20178121,정량,10019781,27394,중국,2017-06-29,2017-06-29,109,845,2017-07-12,25058
6142, 좀비 아웃브레이크,20178804,밥 슐츠|로버트 콘웨이,10029855|10081853,0,미국,2017-06-27,2017-06-27,1,50,2017-07-10,0
6211, 팔선: 요괴대전,20177054,왕자명,10051585,0,중국,2017-07-06,2017-07-06,5,58,2017-07-19,0
6245, 파밍 보이즈,20160746,장세정|변시연|강호준,20177901|20189617|20189616,0,한국,2017-07-13,2017-07-13,24,202,2017-07-26,2392
6249, 착한 장모: 사위를 사랑하다 (무삭제),20179804,이진,10029972,1,한국,2017-07-14,2017-07-14,1,1,2017-07-27,0
6215, 형수:금단의 열매,20179424,키탄,20270189,1,일본,2017-07-07,2017-07-07,1,1,2017-07-20,0
6156, 넘버원 전화사기단,20177091,파스칼 엘비,10082169,0,프랑스,2017-06-29,2017-06-29,5,5,2017-07-12,0
6171, 도시 전설,20179038,다이치로 나츠메,20279609,1,일본,2017-07-03,2017-07-03,1,1,2017-07-16,0
6011, 버스 드라이버,20177662,브라이언 허즐링거,10031979,0,미국,2017-06-02,2017-06-02,1,1,2017-06-15,0
6187, 달콤한 섹스,20178521,박선욱,20110765,695,한국,2017-07-06,2017-07-06,20,127,2017-07-19,0
6131, 하이 소사이어티,20176366,쥘리 로페스 퀴발,10069312,0,프랑스,2017-06-22,2017-06-22,1,1,2017-07-05,0
6117, 굿 파이터,20177161,리비 쳉,10076053,0,미국,2017-06-21,2017-06-21,1,1,2017-07-04,0
6040, 트릭,20177961,닐 호너,10089036,0,영국,2017-06-08,2017-06-08,1,1,2017-06-21,0
6054, 작은엄마 : 시조카 역습,20178122,나카메구로 코우지,10025622,1,일본,2017-06-13,2017-06-13,1,1,2017-06-26,0
6196, 타워,20124039,김지훈,10005886,3782067,한국,2012-12-25,2012-12-25,597,431704,2013-01-07,3654013
6234, 비스티걸스,20164981,신진우,20238307,0,한국,2017-07-13,2017-07-13,20,128,2017-07-26,488
6210, 친구 엄마의 욕정,20178026,카리노나 마이,10070137,1,일본,2017-07-06,2017-07-06,1,1,2017-07-19,0
6254, 금지된 애욕,20179829,이민,20252529,4,한국,2017-07-19,2017-07-19,20,154,2017-08-01,0
6265, 불온한 당신,20154427,이영,10056635,0,한국,2017-07-20,2017-07-20,12,305,2017-08-02,2624
6241, 올 리브 올리브,20169269,김태일|주로미,10006136|20243408,1815,한국,2017-07-13,2017-07-13,24,113,2017-07-26,1892
6216, 내 삼촌의 아내: 내 여자가 되던 날,20179283,이진,10029972,1,한국,2017-07-10,2017-07-10,1,1,2017-07-23,0
6167, 정사:아내를 빌려주세요,20178946,나가에 타카미,20267409,1,일본,2017-06-30,2017-06-30,1,1,2017-07-13,0
6244, 파밍 보이즈,20160746,장세정|변시연|강호준,20177901|20189617|20189616,0,한국,2017-07-13,2017-07-13,24,202,2017-07-26,2392
6268, 엄마의 직업,20179862,도봉산,20280249,0,한국,2017-07-20,2017-07-20,20,161,2017-08-02,0
6271, 우리를 침범하는 것들,20177361,아담 스미스,10076059,0,영국,2017-07-20,2017-07-20,56,377,2017-08-02,4643
6073, 애로우헤드,20176001,제스 오브라이언,20272490,0,호주,2017-06-15,2017-06-15,1,5,2017-06-28,0
6113, 남편 친구와의 섹스,20178302,모리 히데토라,20268010,1,일본,2017-06-20,2017-06-20,1,1,2017-07-03,0
6122, 다크 하우스,20175982,대런 린 보우즈만,10010254,226749,미국,2017-06-22,2017-06-22,278,8171,2017-07-05,36342
6193, 샌드맨과 꿈나라 모험,20111782,예스퍼 묄러|지넴 사카오글루|헬머 피셔,20166103|20166104|10088937,0,독일,2012-12-25,2012-12-25,1,10,2013-01-07,0
6102, 티켓 다방 - 무삭제판,20175841,김태수,20272149,69,한국,2017-06-16,2017-06-16,20,175,2017-06-29,0
6172, 마작녀 쿄코:화려한 손기술,20179037,이시카와 지로,10069850,16,일본,2017-07-03,2017-07-03,1,1,2017-07-16,0
6243, 카3: 새로운 도전,20175522,브라이언 피,10031972,0,미국,2017-07-13,2017-07-13,530,17037,2017-07-26,458277
6237, 아들 친구에게 당하는 엄마,20178031,카리노나 마이,10070137,1,일본,2017-07-13,2017-07-13,1,1,2017-07-26,0
6197, 전망좋은해변-두여자,20123365,이세일,10056085,464,한국,2012-12-26,2012-12-25,0,0,2013-01-08,0
6222, 바람난 애인 무삭제,20179004,김정오,20260573,1,한국,2017-07-11,2017-07-11,1,1,2017-07-24,0
6287, 몸을 바치는 제수씨,20170172,레이 오자키,20280489,0,일본,2017-07-26,2017-07-26,1,1,2017-08-08,0
6282, 엄마의 불륜 무삭제판,20170088,김민식,20269209,1,한국,2017-07-25,2017-07-25,1,1,2017-08-07,0
6251, 엄마친구 3 무삭제판,20179670,명석환,20214446,123,한국,2017-07-18,2017-07-18,1,1,2017-07-31,0
6177, 누드모델 무삭제 특별판,20178963,박범수,20235366,104,한국,2017-07-04,2017-07-04,1,1,2017-07-17,0
6093, 충격 난교 스와핑,20176350,아라키 타로,10041594,1,일본,2017-06-15,2017-06-15,1,1,2017-06-28,0
6024, 나는 고양이로소이다,20175601,조은성,10066798,0,한국,2017-06-08,2017-06-08,39,536,2017-06-21,6977
6042, 훔쳐보는 구멍,20176354,다테 류지,10051755,1,일본,2017-06-08,2017-06-08,1,1,2017-06-21,0
6072, 안티포르노,20174741,소노 시온,10036571,862,일본,2017-06-15,2017-06-15,14,185,2017-06-28,1706
6180, 젊은 새엄마 무삭제,20179003,김정오,20260573,1,한국,2017-07-04,2017-07-04,1,1,2017-07-17,0
6274, 즉석 미팅후 모텔,20178043,타카사카 미키야,10079357,0,일본,2017-07-20,2017-07-20,1,1,2017-08-02,0
6261, 내 형의 아내 무삭제판,20170112,김민식,20269209,1,한국,2017-07-20,2017-07-20,1,1,2017-08-02,0
6176, 내 남편의 친구 무삭제,20178956,김정오,20260573,1,한국,2017-07-04,2017-07-04,1,1,2017-07-17,0
6013, 신입 마사지사의 에로교육,20176332,후지타 미키오,10057527,0,일본,2017-06-02,2017-06-02,1,1,2017-06-15,0
6064, 꼬마참새 리차드: 아프리카 원정대,20176741,토비 젠켈|레자 메마리,20115576|10007095,493994,독일,2017-06-15,2017-06-15,156,1251,2017-06-28,57327
6027, 불륜가족,20176963,곽영근,20279089,127,한국,2017-06-08,2017-06-08,20,125,2017-06-21,0
6045, 남편 몰래 직장 상사와,20178123,긴다이치 코고로,20238348,1,일본,2017-06-13,2017-06-13,1,1,2017-06-26,0
6029, 새엄마와 나쁜 친구들,20176353,하세가와 카츠유키,10086968,1,일본,2017-06-08,2017-06-08,1,1,2017-06-21,0
6037, 착한 엄마들: 서로의 아들에게 여자가 되던 날 (무삭제),20177726,기타노 헤지메,10074042,16,일본,2017-06-08,2017-06-08,1,1,2017-06-21,0
6263, 더 가디언즈,20178705,사릭 안드레아시안,20183212,2520,러시아,2017-07-20,2017-07-20,5,5,2017-08-02,0
6281, 소림사 무림제자,20170045,펭 장 리,10059713,4,미국,2017-07-25,2017-07-25,4,4,2017-08-07,0
6270, 오즈: 신기한 마법가루,20177761,블라디미르 토로프킨,10029694,0,러시아,2017-07-20,2017-07-20,249,4666,2017-08-02,77200
6293, 젊은 아내 (무삭제),20170367,나루세 코코미,20190746,1,일본,2017-07-26,2017-07-26,1,1,2017-08-08,0
6233, 블랙 쉐도우,20178642,오빈 올슨|아마리아 올슨,10041744|10013883,28,미국,2017-07-13,2017-07-13,144,1170,2017-07-26,0
6225, 스윙어: 금지된사랑,20178361,미켈 문크-팔스,20279189,0,덴마크,2017-07-12,2017-07-12,1,60,2017-07-25,0
6106, 동호회의 목적 무삭제,20178001,조경훈,20234948,152,한국,2017-06-19,2017-06-19,1,1,2017-07-02,0
6286, 동창회의 목적: 더 비기닝 (무삭제),20170365,정대만,20212628,179,한국,2017-07-26,2017-07-26,1,1,2017-08-08,0
6299, 더 탱크,20170007,켈리 메디슨,10047879,0,미국,2017-07-27,2017-07-27,5,107,2017-08-09,116
6273, 주부의 타락-너도 그래,20178045,우수바시 수이,10037559,1,일본,2017-07-20,2017-07-20,1,1,2017-08-02,0
6226, 플립,20177501,롭 라이너,10018168,117550,미국,2017-07-12,2017-07-12,186,14315,2017-07-25,294724
6277, 100미터,20178801,마르셀 바레나,10021437,0,스페인,2017-07-20,2017-07-20,38,148,2017-08-02,0
6288, 송 투 송,20178646,테렌스 맬릭,10079743,226169,미국,2017-07-26,2017-07-26,86,3906,2017-08-08,21578
6290, 슈퍼배드 3,20173403,피에르 꼬팽|카일 발다,20100020|20127335,1544113,미국,2017-07-26,2017-07-26,810,195774,2017-08-08,2766863
6258, 47 미터,20177181,조하네스 로버츠,20185450,70,영국,2017-07-19,2017-07-19,542,72116,2017-08-01,588045
6238, 아메리칸 허니: 방황하는 별의 노래,20163195,안드레아 아놀드,10043309,23509,영국,2017-07-13,2017-07-13,47,539,2017-07-26,7214
6269, 옆집 미인 사모님과 함께-무삭제판-,20178044,카리노나 마이,10070137,1,일본,2017-07-20,2017-07-20,1,1,2017-08-02,0
6020, 바람의 춤꾼,20176041,최상진,20277570,0,한국,2017-06-06,2017-06-06,10,178,2017-06-19,1136
6098, 6시간: 원전대폭발,20177051,디에고 아얄라,10013453,0,칠레,2017-06-15,2017-06-15,5,58,2017-06-28,0
6146, 시칠리아 햇빛아래,20168595,린 유쉰,10020832,696,홍콩,2017-06-28,2017-06-28,53,343,2017-07-11,2114
6151, 지랄발광 17세,20176961,켈리 프레몬,10076101,0,미국,2017-06-28,2017-06-28,81,6369,2017-07-11,76740
6063, 꼬마돼지 베이브의 대모험,20172241,테레사 스트로젝,20274369,0,독일,2017-06-15,2017-06-15,143,957,2017-06-28,34604
6213, 데스 트랩:사신의 법칙,20179423,요코야마 카즈히로,20166386,16,일본,2017-07-07,2017-07-07,1,1,2017-07-20,0
6108, 부부교환: 서로의 아내를 탐하다 (무삭제),20178223,스즈키 마사하루,10090608,1,일본,2017-06-19,2017-06-19,1,1,2017-07-02,0
6084, 쇼킹 재팬: 색의 나라,20123490,이시오카 마사토,10056360,30,일본,2012-12-20,2012-12-20,1,2,2013-01-02,0
6152, 직지코드,20174243,우광훈|데이빗 레드먼,20276650|10084959,0,한국,2017-06-28,2017-06-28,30,393,2017-07-11,6780
6028, 사슬-두여자의유혹-무삭제,20177462,박선욱,20110765,711,한국,2017-06-08,2017-06-08,1,2,2017-06-21,0
6071, 도촬 이혼상담 유부녀,20176401,오우치 아이리,10018265,1,일본,2017-06-15,2017-06-15,1,1,2017-06-28,0
6121, 농익은 유부녀들,20176327,사카다 히로키,10079031,1,일본,2017-06-22,2017-06-22,1,1,2017-07-05,0
6096, 하루,20166384,조선호,20131018,868791,한국,2017-06-15,2017-06-15,672,77978,2017-06-28,1069338
6208, 절정을 맛본 아내 이야기,20178027,존 류지,10090912,0,일본,2017-07-06,2017-07-06,1,1,2017-07-19,0
6298, 꼬치구이집의 세여인,20178047,카와사키 군지,20240795,1,일본,2017-07-27,2017-07-27,1,1,2017-08-09,0
6289, 슈퍼배드 3,20173403,피에르 꼬팽|카일 발다,20100020|20127335,1544113,미국,2017-07-26,2017-07-26,810,195774,2017-08-08,2766863
6134, 음란한 형제 : 형수와 처제,20178241,최강호,20278889,1,한국,2017-06-23,2017-06-23,1,1,2017-07-06,0
6202, 섹스배틀로얄,20123364,히로타 미키오,10090995,50,일본,2012-12-27,2012-12-27,0,0,2013-01-09,0
6206, 여친 엄마,20176783,이리단,10075259,98,한국,2017-07-06,2017-07-06,20,125,2017-07-19,0
6137, 섹스메이트,20178181,이슬,20237666,105,한국,2017-06-26,2017-06-26,17,122,2017-07-09,0
6198, 플라스틱 섹스,20123363,이숭환,10056203,882,한국,2012-12-26,2012-12-26,1,20,2013-01-08,0
6223, 음란 기생 - 무삭제판,20174282,김태수,20272149,68,한국,2017-07-11,2017-07-11,20,177,2017-07-24,0
6100, 아내의 욕정,20178182,나가에 타카미,20267409,1,일본,2017-06-16,2017-06-16,1,1,2017-06-29,0
6230, 도촬기록 가정교사,20178041,카토 미키오,10006865,0,일본,2017-07-13,2017-07-13,1,1,2017-07-26,0
6266, 새엄마 : 나의 섹스 교사 무삭제판,20170113,최강호,20278889,1,한국,2017-07-20,2017-07-20,1,1,2017-08-02,0
6292, 젊은 며느리: 시아버지의 유혹에 빠지다(무삭제),20170368,카와카미 유우,20187928,1,일본,2017-07-26,2017-07-26,1,1,2017-08-08,0
6278, 내 아들의 여자 무삭제판,20170090,최강호,20278889,1,한국,2017-07-25,2017-07-25,1,1,2017-08-07,0
6279, 내 친구의 애인 무삭제판,20170087,김민식,20269209,1,한국,2017-07-25,2017-07-25,1,1,2017-08-07,0
6051, 야쿠자의 신세계,20177922,오츠키 에이지,20187766,10,일본,2017-06-13,2017-06-13,1,1,2017-06-26,0
6144, 리얼,20159647,이사랑,20254349,0,한국,2017-06-28,2017-06-28,970,146965,2017-07-11,453687
6183, 정사: 친구 엄마,20178964,이동현,20128850,84,한국,2017-07-05,2017-07-05,20,145,2017-07-18,0
6235, 빅터 영 페레즈,20155925,자크 와니쉐,10059370,0,프랑스,2017-07-13,2017-07-13,13,35,2017-07-26,0
6119, 트랜스포머: 최후의 기사,20166967,마이클 베이,10023100,3303856,미국,2017-06-21,2017-06-21,"1,739",285979,2017-07-04,2479956
6127, 좋아하게 되는 그 순간을 ~고백실행위원회~,20173661,야나기자와 테츠야,20242786,16187,일본,2017-06-22,2017-06-22,62,637,2017-07-05,6025
6130, 파리의 밤이 열리면,20175122,에두아르 바에르,10047489,0,프랑스,2017-06-22,2017-06-22,27,665,2017-07-05,5092
6148, 어떤 하루,20176766,정가영|전선호|최진혁,20278089|20278109|20278090,0,한국,2017-06-28,2017-06-28,0,0,2017-07-11,150
6257, 돈 슬립,20178141,필립 구즈먼,10082332,0,미국,2017-07-19,2017-07-19,1,142,2017-08-01,1786
6168, 거유 치과 간호사,20178022,타카하시 카즈히코,10018245,1,일본,2017-07-01,2017-07-01,1,1,2017-07-14,0
6120, 가정교사의 성교육,20176348,타니자키 오사무,10050119,1,일본,2017-06-22,2017-06-22,1,1,2017-07-05,0
6247, 완숙 엄마: 아들의 고백 (무삭제),20179825,스즈키 마사하루,10090608,1,일본,2017-07-14,2017-07-14,1,1,2017-07-27,0
6229, 덫 무삭제판,20162802,윤여창,10054393,458,한국,2017-07-13,2017-07-13,4,4,2017-07-26,0
6132, 힐링캠프 : 한 세상,20176666,국만중,20277929,89,한국,2017-06-22,2017-06-22,20,176,2017-07-05,0
6162, 토마스와 친구들: 수수께끼 해적선과 보물찾기,20177202,데이비드 스토튼,10011450,0,영국,2017-06-29,2017-06-29,77,444,2017-07-12,22584
6194, 샌드맨과 꿈나라 모험,20111782,예스퍼 묄러|지넴 사카오글루|헬머 피셔,20166103|20166104|10088937,0,독일,2012-12-25,2012-12-25,1,10,2013-01-07,0
6242, 제트스톰 2: 승부조작단,20172281,임덕록,10058510,3261,홍콩,2017-07-13,2017-07-13,5,5,2017-07-26,0
6178, 섹스 앤 파티,20178944,맷 히쉬,10076167,0,미국,2017-07-04,2017-07-04,1,1,2017-07-17,0
6201, 로얄 어페어,20122229,니콜라이 아르셀,10008789,94862,덴마크,2012-12-27,2012-12-27,16,471,2013-01-09,10803
6220, 맛있는 떡 무삭제판,20179564,이승환,20189590,283,한국,2017-07-11,2017-07-11,1,1,2017-07-24,0
6174, 그들만의 섹스매치,20178962,안드레 고든|데일 파브리가,10002751|10015939,0,미국,2017-07-04,2017-07-04,1,1,2017-07-17,0
6296, 행성탈출: 반란의 서막,20179068,쉐인 아베스,10036466,0,호주,2017-07-26,2017-07-26,1,238,2017-08-08,0
6224, 내 사랑,20174801,에이슬링 월쉬,10042478,0,아일랜드,2017-07-12,2017-07-12,175,11526,2017-07-25,185422
6239, 예수는 역사다,20176562,존 건,10067516,5061,미국,2017-07-13,2017-07-13,197,7960,2017-07-26,121791
6163, 남편은 모른다,20178945,모리 히데토라,20268010,1,일본,2017-06-30,2017-06-30,1,1,2017-07-13,0
6250, 친구엄마 2017: 친구가 집에 없던 날 (무삭제),20179827,이진,10029972,1,한국,2017-07-14,2017-07-14,1,1,2017-07-27,0
6184, 그 후,20176102,홍상수,10089497,70672,한국,2017-07-06,2017-07-06,156,2170,2017-07-19,16283
6203, 베를린 신드롬,20176511,케이트 쇼트랜드,10075727,0,호주,2017-07-06,2017-07-06,73,998,2017-07-19,7011
6217, 새아빠: 엄마의 남자를 탐하다(무삭제),20179282,오우카 하야토,10002101,1,일본,2017-07-10,2017-07-10,1,1,2017-07-23,0
6259, 극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,20178321,하시모토 마사카즈,20175880,143422,일본,2017-07-20,2017-07-20,304,8423,2017-08-02,282213
6248, 육체인터뷰,20178721,에로핑,20277709,170,한국,2017-07-14,2017-07-14,20,177,2017-07-27,0
6182, 스파이더맨: 홈 커밍,20167303,존 와츠,10038689,1581,미국,2017-07-05,2017-07-05,"1,703",545302,2017-07-18,6138254
6246, 파밍 보이즈,20160746,장세정|변시연|강호준,20177901|20189617|20189616,0,한국,2017-07-13,2017-07-13,24,202,2017-07-26,2392
6155, 내 아내의 새엄마,20176962,이리단,10075259,98,한국,2017-06-29,2017-06-29,20,125,2017-07-12,0
6221, 미스 푸줏간,20162503,지길웅,10069761,1185720,한국,2017-07-11,2017-07-11,1,1,2017-07-24,0
6186, 내 친구의 남편 (무삭제),20178886,주종백,20277089,202,한국,2017-07-06,2017-07-06,1,1,2017-07-19,0
6260, 내 동생의 여자친구 무삭제판,20171542,김민식,20269209,1,한국,2017-07-20,2017-07-20,1,1,2017-08-02,0
6185, 나만의 비밀정사-78일,20178024,코시자카 야스시,20209426,34,일본,2017-07-06,2017-07-06,1,1,2017-07-19,0
6267, 엄마 친구 : 여자를 배우다 무삭제판,20170115,최강호,20278889,1,한국,2017-07-20,2017-07-20,1,1,2017-08-02,0
6188, 뮤지컬 쉬 러브즈 미,20176717,토드 하이메스,10087213,0,미국,2017-07-06,2017-07-06,40,452,2017-07-19,3926
6181, 친구 누나 일본판 무삭제,20170785,김정오,20260573,1,한국,2017-07-04,2017-07-04,1,1,2017-07-17,0
6262, 노출대왕 유부녀,20178042,후지모리 켄타,10090628,0,일본,2017-07-20,2017-07-20,1,1,2017-08-02,0
6209, 친구 부인의 야한 수업,20178028,카리노나 마이,10070137,1,일본,2017-07-06,2017-07-06,1,1,2017-07-19,0
6275, 착한 엄마 친구,20178221,곽영근,20279089,126,한국,2017-07-20,2017-07-20,20,127,2017-08-02,0
6291, 아내의 욕망:거대한 그것,20170170,토미 타로,20277889,1,일본,2017-07-26,2017-07-26,1,1,2017-08-08,0
6283, 음란한 형제 : 형수와 처제 무삭제판,20170089,최강호,20278889,1,한국,2017-07-25,2017-07-25,1,1,2017-08-07,0
6253, 핑크 여친의 애집,20178903,호리이 아야,10079648,1,일본,2017-07-18,2017-07-18,1,1,2017-07-31,0
6236, 아내의 폭풍불륜,20178030,긴 류지,10019118,1,일본,2017-07-13,2017-07-13,1,1,2017-07-26,0
6300, 데몬 헌터,20170065,조 카바나,10081138,0,미국,2017-07-27,2017-07-27,1,1,2017-08-09,0
6272, 위시 어폰,20177701,존 R. 레오네티,10068722,309920,미국,2017-07-20,2017-07-20,264,9819,2017-08-02,0
6231, 마사지 받고 흥분한 사모님,20178032,카리노나 마이,10070137,1,일본,2017-07-13,2017-07-13,1,1,2017-07-26,0
6256, 다이노소어 아일랜드,20165371,매트 드럼몬드,10086241,0,호주,2017-07-19,2017-07-19,91,547,2017-08-01,7678
6294, 캠프 살인사건의 비밀,20170033,짐 오레어|다니엘 E. 테일러,10070964|10079941,0,미국,2017-07-26,2017-07-26,4,4,2017-08-08,0
6264, 덩케르크,20164621,크리스토퍼 놀란,10077460,3580748,미국,2017-07-20,2017-07-20,"1,252",224242,2017-08-02,2406129
6285, 굶주린 여신:쾌락의 길,20170171,나가에 타카미,20267409,1,일본,2017-07-26,2017-07-26,1,1,2017-08-08,0
6232, 블랙 쉐도우,20178642,오빈 올슨|아마리아 올슨,10041744|10013883,28,미국,2017-07-13,2017-07-13,144,1170,2017-07-26,0
6240, 올 리브 올리브,20169269,김태일|주로미,10006136|20243408,1815,한국,2017-07-13,2017-07-13,24,113,2017-07-26,1892
6252, 젊은새댁 다른남자와 2,20178904,긴다이치 코고로,20238348,1,일본,2017-07-18,2017-07-18,1,1,2017-07-31,0
6228, 덫,20175042,윤여창,10054393,0,한국,2017-07-13,2017-07-13,5,5,2017-07-26,228
6276, 프란츠,20177601,프랑소와 오종,10084405,9743,프랑스,2017-07-20,2017-07-20,44,883,2017-08-02,14179
6297, 그린 인페르노,20172862,일라이 로스,10058386,2368,미국,2017-07-27,2017-07-27,1,1,2017-08-09,0
6295, 캠프 살인사건의 비밀,20170033,짐 오레어|다니엘 E. 테일러,10070964|10079941,0,미국,2017-07-26,2017-07-26,4,4,2017-08-08,0
6284, 군함도,20161481,류승완,10019069,2659452,한국,2017-07-26,2017-07-26,"2,027",972161,2017-08-08,6263969
6280, 붉은 비키니,20170269,최무연,20245189,180,한국,2017-07-25,2017-07-25,1,1,2017-08-07,0
6255, 내가 죽기 전에 가장 듣고 싶은 말,20176781,마크 펠링톤,10024437,43804,미국,2017-07-19,2017-07-19,151,6015,2017-08-01,42282
6324, 작은 엄마: 삼촌의 아내를 탐하다 (무삭제),20170366,이진,10029972,1,한국,2017-07-27,2017-07-27,1,1,2017-08-09,0
6323, 예쁜 형수 무삭제판,20170167,최강호,20278889,1,한국,2017-07-27,2017-07-27,1,1,2017-08-09,0
6320, 스페셜포스: 블러드마운틴,20175302,알페르 카글라,10047955,1,터키,2017-07-27,2017-07-27,5,5,2017-08-09,25
6336, 쿵푸마스터,20170270,펭 장 리,10059713,4,미국,2017-08-01,2017-08-01,4,4,2017-08-14,0
6348, 선 섹스 후 사랑 ,20166761,김현철,20225686,0,한국,2017-08-03,2017-08-03,20,161,2017-08-16,0
6353, 초흥분 여관 여주인,20179787,긴 류지,10019118,1,일본,2017-08-03,2017-08-03,1,1,2017-08-16,0
6459, 코만도: 라스트 액션 히어로,20171456,맷 포이트라스,10024441,0,미국,2017-08-24,2017-08-24,1,1,2017-09-06,0
6318, 사내커플의 외출,20170348,오데라 ㅤㅅㅠㄴ고,10050167,4,일본,2017-07-27,2017-07-27,1,1,2017-08-09,0
6327, 한방 마사지의 욕정,20178033,오오무라 다케오,10091011,0,일본,2017-07-27,2017-07-27,1,1,2017-08-09,0
6450, 밤섬해적단 서울불바다,20170163,정윤석,10062080,3422,한국,2017-08-24,2017-08-24,27,176,2017-09-06,2033
6311, 컨빅션,20129727,토니 골드윈,10080026,85525,미국,2013-01-03,2013-01-03,37,456,2013-01-16,5997
6361, 새엄마 2017: 아버지의 아내를 탐하다(무삭제),20170689,이진,10029972,1,한국,2017-08-07,2017-08-07,1,1,2017-08-20,0
6306," 다시, 뜨겁게 사랑하라!",20122005,수잔 비에르,10037626,11400,덴마크,2013-01-03,2013-01-03,31,699,2013-01-16,10251
6374, 작은엄마 2: 삼촌이 없던 날 (무삭제),20170725,이진,10029972,1,한국,2017-08-09,2017-08-09,1,1,2017-08-22,0
6321, 시암,20170012,파이라크 쿰완,10051295,0,태국,2017-07-27,2017-07-27,5,40,2017-08-09,329
6438, 럼블,20171910,R. 엘리스 프레이저,10091560,1031,미국,2017-08-22,2017-08-22,1,1,2017-09-04,0
6441, 제인 도,20170006,안드레 외브레달,20177181,0,영국,2017-08-23,2017-08-23,104,2096,2017-09-05,22283
6502, 파이스토리 : 악당상어 소탕작전,20122803,마크 A.Z. 디페|박태동,10024501|20191806,72047,미국,2013-01-10,2013-01-10,259,17900,2013-01-23,258569
6326, 포크레인,20179323,이주형,20174072,3756,한국,2017-07-27,2017-07-27,4,28,2017-08-09,144
6316, 부부교환의 날: 직장 상사 부부의 초대 (무삭제),20170388,스즈키 마사하루,10090608,1,일본,2017-07-27,2017-07-27,1,1,2017-08-09,0
6390, 두 엄마,20179826,이도시,10071775,149,한국,2017-08-14,2017-08-14,20,350,2017-08-27,0
6392, 일본 엄마 무삭제,20171207,김무원,20246289,94,한국,2017-08-15,2017-08-15,1,1,2017-08-28,0
6420, 클라우드 아틀라스,20124024,앤디 워쇼스키|라나 워쇼스키|톰 튀크베어,10046113|10014496|20114251,1303256,미국,2013-01-09,2013-01-09,379,43541,2013-01-22,440579
6439, 다크타워: 희망의 탑,20170022,니콜라이 아르셀,10008789,20371,미국,2017-08-23,2017-08-23,497,14518,2017-09-05,96916
6304, 라이프 오브 파이,20128386,이안,20115714,63026,미국,2013-01-01,2013-01-01,392,161038,2013-01-14,1052869
6385, 엘리자의 내일,20170628,크리스티안 문쥬,10077917,6687,루마니아,2017-08-10,2017-08-10,23,355,2017-08-23,4293
6411, 전망 좋은 부동산,20171469,S.세타니,20235286,4,일본,2017-08-17,2017-08-17,1,1,2017-08-30,0
6421, 클라우드 아틀라스,20124024,앤디 워쇼스키|라나 워쇼스키|톰 튀크베어,10046113|10014496|20114251,1303256,미국,2013-01-09,2013-01-09,379,43541,2013-01-22,440579
6301, 떠난 남편과 새로운 남자,20178046,카와사키 쥰지,10036066,0,일본,2017-07-27,2017-07-27,1,1,2017-08-09,0
6329, 형부와 처제 무삭제판 ,20170169,김민식,20269209,1,한국,2017-07-27,2017-07-27,1,1,2017-08-09,0
6312, 호두까기인형 3D,20121622,안드레이 콘찰로프스키,10043288,21784,미국,2013-01-03,2013-01-03,126,5390,2013-01-16,46388
6533, 헤이세이 미망인 하숙집-방빌려드립니다,20123703,에노모토 토시로,10047425,16,일본,2013-01-24,2013-01-24,1,10,2013-02-06,0
6388, 좋아죽는 미망인,20179767,긴 류지,10019118,1,일본,2017-08-10,2017-08-10,1,1,2017-08-23,0
6400, 무림9대문파-항하살수,20171006,귀아광,10015840,0,중국,2017-08-17,2017-08-17,5,5,2017-08-30,48
6461, 풀 스피드,20170031,니콜라스 베나무,10008720,0,프랑스,2017-08-24,2017-08-24,8,40,2017-09-06,0
6310, 오하이오 삿포로,20127190,김성준,10004626,53507,한국,2013-01-03,2013-01-03,1,8,2013-01-16,264
6322, 암고양이들,20174761,시라이시 카즈야,10039867,54,일본,2017-07-27,2017-07-27,3,10,2017-08-09,595
6331, 히트맨 2017,20177084,알페르 카글라,10047955,25,터키,2017-07-27,2017-07-27,1,1,2017-08-09,0
6389, 색에 놀다,20179604,이영민,20218657,340,한국,2017-08-11,2017-08-11,19,127,2017-08-24,0
6484, 킬러의 보디가드,20171962,패트릭 휴즈,20136404,152025,미국,2017-08-30,2017-08-30,380,123601,2017-09-12,1336112
6465, 내 애인의 엄마: 내 여자가 되던 날,20172347,이진,10029972,1,한국,2017-08-28,2017-08-28,1,1,2017-09-10,0
6375, 청년경찰,20162442,김주환,20112387,6287,한국,2017-08-09,2017-08-09,"1,102",308303,2017-08-22,4140772
6303, 5 데이즈 오브 워,20123701,레니 할린,10014887,215446,미국,2012-12-27,2012-12-27,1,5,2013-01-09,145
