,movie_name,movie_code,director_name,director_code,director_average,nation,release_date,day1_date,day1_screen,day1_audience,day14_date,day14_audience
1878, 옹박: 리턴즈 오브 레전드,20143982,프라챠 핀카엡,20114042,226383,태국,2014-12-11,2014-12-11,1,200,2014-12-24,0
1898, 살인의 기억,20144935,다비드 루이즈,20204266,0,멕시코,2014-12-18,2014-12-18,5,226,2014-12-31,0
1865, 쿼바디스,20141114,김재환,20113064,13632,한국,2014-12-10,2014-12-10,7,295,2014-12-23,10536
1856, 버진 스노우,20143706,그렉 아라키,10002938,0,프랑스,2014-12-10,2014-12-10,121,2269,2014-12-23,14554
1905, 스페셜 포스,20126508,스테판 리보자드,20128749,0,프랑스,2012-06-21,2012-06-21,3,34,2012-07-04,0
1845, 지휘자를 위한 1분,20143542,앙헬 에스테반|엘레나 고아텔리,10048705|10049164,0,이탈리아,2014-12-04,2014-12-04,7,34,2014-12-17,1189
1833, 갈증,20142503,나카시마 테츠야,10007194,22387,일본,2014-12-04,2014-12-04,32,645,2014-12-17,6466
1897, 비호외전,20145001,전승위,10061342,30690,중국,2014-12-18,2014-12-18,2,20,2014-12-31,0
1879, 음란하게 짜릿하게,20144529,니이쟈토 모사쿠,20200346,0,일본,2014-12-11,2014-12-11,1,2,2014-12-24,0
1915, 쥬로링 동물탐정 극장판,20134436,이종현|박시후,20197466|20197467,0,한국,2014-12-18,2014-12-18,101,1696,2014-12-31,0
1858, 슈퍼처방전,20142857,대니 분,10010195,14289,프랑스,2014-12-10,2014-12-10,144,1978,2014-12-23,19128
1880, 토미카 무비,20143961,오카모토 토모로,20198666,0,일본,2014-12-11,2014-12-11,23,144,2014-12-24,2719
1805, 관능소설2-애증,20144103,사카마키 료타,20199570,54,일본,2014-11-26,2014-11-26,1,54,2014-12-09,0
1875, 신화 라이브 3D 더 레전드 컨티뉴스,20144362,손석,20111906,21486,한국,2014-12-11,2014-12-11,24,1948,2014-12-24,0
1901, 앙상블,20128610,이종필,10057407,647689,한국,2014-12-18,2014-12-18,1,195,2014-12-31,762
1846, 지휘자를 위한 1분,20143542,앙헬 에스테반|엘레나 고아텔리,10048705|10049164,0,이탈리아,2014-12-04,2014-12-04,7,34,2014-12-17,1189
1900, 스페이스 배틀쉽,20144941,앤드류 벨웨어,20172101,254,미국,2014-12-18,2014-12-18,5,41,2014-12-31,0
1877, 에너미라인,19848092,로저 영,10017758,0,미국,2014-12-11,2014-12-11,1,2,2014-12-24,0
1806, 꽃과 뱀의 비밀정사,20143743,사이토 카즈오,20197807,0,일본,2014-11-26,2014-11-26,1,2,2014-12-09,0
1885, 플라이트 7500,20144221,시미즈 다카시,10040038,437992,미국,2014-12-16,2014-12-16,1,1,2014-12-29,0
1883, 파티51,20137564,정용택,10062020,0,한국,2014-12-11,2014-12-11,9,81,2014-12-24,1458
1889, 연예계섹스스캔들 - 일본,20144301,미기타 마사카즈,20120782,0,일본,2014-12-17,2014-12-17,1,54,2014-12-30,0
1811, 넥스트 투모로우 2,20144003,R.D. 브라운슈타인,20198290,0,미국,2014-11-27,2014-11-27,4,214,2014-12-10,0
1857, 사랑에 대한 모든 것,20143543,제임스 마쉬,10064077,2244,미국,2014-12-10,2014-12-10,384,31139,2014-12-23,265059
1896, 마미,20141621,자비에 돌란,20115444,13577,캐나다,2014-12-18,2014-12-18,84,2614,2014-12-31,35122
1852, 호두까기 인형,20149357,정성복,20110332,2585,한국,2014-12-07,2014-12-07,1,186,2014-12-20,0
1924, 살인병기,20145082,지오지오 세라피니,20113485,27,미국,2014-12-23,2014-12-23,1,200,2015-01-05,0
1899, 스티븐시걸의 굿맨,20144942,키오니 왁스먼,10075624,622,미국,2014-12-18,2014-12-18,1,45,2014-12-31,0
1830, 게이샤의 격정,20144190,사카가미 시노부,10034480,0,일본,2014-12-03,2014-12-03,1,54,2014-12-16,0
1920, 랜드 오브 베어스,20145241,기욤 뱅상,20202446,0,프랑스,2014-12-22,2014-12-22,1,1,2015-01-04,0
1841, 섀도우 솔저,20144501,스티븐 마운더,10039345,0,미국,2014-12-04,2014-12-04,1,54,2014-12-17,0
1884, 몬스터즈,20145081,나카타 히데오,10007255,87397,일본,2014-12-16,2014-12-16,1,100,2014-12-29,0
1816, 불륜섹스,20142888,다케호라 데츠야,20175500,6,일본,2014-11-27,2014-11-27,1,200,2014-12-10,0
1808, 고양이 사무라이,20149698,야마구치 요시타카,20189716,0,일본,2014-11-27,2014-11-27,15,276,2014-12-10,4602
1817, 빅매치,20134590,최호,10072907,695658,한국,2014-11-27,2014-11-27,618,75112,2014-12-10,1023081
1812," 님아, 그 강을 건너지 마오",20141111,진모영,20179941,0,한국,2014-11-27,2014-11-27,186,8607,2014-12-10,354503
1891, 프라이빗섹스,20144936,모리카쿠 타케유키,20202006,0,일본,2014-12-17,2014-12-17,1,2,2014-12-30,0
1820, 위 아더 나이트,20122003,데니스 간젤,10010703,185344,독일,2014-11-27,2014-11-27,1,10,2014-12-10,0
1818, 빌리 엘리어트 뮤지컬 라이브,20142182,스티븐 달드리,10039299,191056,미국,2014-11-27,2014-11-27,36,711,2014-12-10,13149
1801, 가디언스,20141782,틸 슈바이거,10081718,7610,독일,2014-11-24,2014-11-24,1,50,2014-12-07,0
1895, 로스트 크리스마스,20144783,존 헤이,10068596,356638,영국,2014-12-18,2014-12-18,1,43,2014-12-31,0
1803, 아메리칸 저스티스,20140141,드미트리어스 나바로,10089123,0,미국,2014-11-25,2014-11-25,1,54,2014-12-08,0
1892, 호빗: 다섯 군대 전투,20140226,피터 잭슨,10085973,2015670,미국,2014-12-17,2014-12-17,900,188655,2014-12-30,2448113
1930, 대영웅 소남인,20145101,원재현,20204309,0,말레이시아,2014-12-24,2014-12-24,5,238,2015-01-06,0
1893, 고딩감독,20149686,맷 존슨,20189709,0,캐나다,2014-12-18,2014-12-18,1,107,2014-12-31,0
1807, 신입사원 세츠코,20143391,칸바라 나오토,20188292,47,일본,2014-11-26,2014-11-26,1,54,2014-12-09,0
1851, 일본범죄사 위조의쾌락,20144201,스에나가 켄,20197828,10,일본,2014-12-06,2014-12-06,1,10,2014-12-19,0
1926, 8광구: 몬스터의 부활,20145129,피터 애튼시오,20204307,0,미국,2014-12-23,2014-12-23,4,206,2015-01-05,0
1906, 슬럿,20127389,하갈 벤 애셔,20129632,0,독일,2012-06-21,2012-06-21,0,0,2012-07-04,0
1854," 러브, 로지",20142421,크리스티안 디터,20177245,0,영국,2014-12-10,2014-12-10,348,27335,2014-12-23,281982
1840, 보이드 갱,20143575,나단 몰랜도,10065343,0,미국,2014-12-04,2014-12-04,1,10,2014-12-17,0
1822, 제인 구달,20111409,로렌츠 크나우어,20177301,0,독일,2014-11-27,2014-11-27,26,171,2014-12-10,2661
1907, 아부의 왕,20124055,정승구,10061917,1710364,한국,2012-06-21,2012-06-21,410,48745,2012-07-04,469145
1825, 학교 가는길,20142690,이경묵|구중회,20195529|20197506,0,한국,2014-11-27,2014-11-27,17,109,2014-12-10,0
1832, 위기의 유부녀들 - 남편 후배와,20144184,오부치 아키라,20126237,17,일본,2014-12-03,2014-12-03,1,54,2014-12-16,0
1911," 동학, 수운 최제우",20127633,박영철,20120221,42,한국,2012-06-28,2012-06-28,1,5,2012-07-11,0
1842, 세인트 앤 솔저: 최강전차부대,20143981,라이언 리틀,10014022,40,미국,2014-12-04,2014-12-04,1,200,2014-12-17,0
1903, 미쓰GO,20113532,박철관,10029406,1253075,한국,2012-06-21,2012-06-21,417,58579,2012-07-04,592859
1836, 데빌스 노트,20143662,아톰 에고이안,10042694,49479,미국,2014-12-04,2014-12-04,1,1,2014-12-17,0
1826, 해적왕의 황금나침반,20143261,마이크 마주크,20178560,7638,독일,2014-11-27,2014-11-27,27,197,2014-12-10,4395
1847, 춘하추동 로맨스,20149495,오창민,20111863,0,한국,2014-12-04,2014-12-04,5,281,2014-12-17,791
1819," 안녕, 투이",20132797,김재한,20127650,0,한국,2014-11-27,2014-11-27,9,36,2014-12-10,938
1908, 페이스 블라인드,20126413,줄리앙 마그넷,10069553,0,미국,2012-06-21,2012-06-21,179,11849,2012-07-04,88844
1823, 콜드 인 줄라이,20143667,짐 미클,20121081,75,미국,2014-11-27,2014-11-27,20,891,2014-12-10,0
1844, 울언니,20143666,이제락,10057343,0,한국,2014-12-04,2014-12-04,10,226,2014-12-17,4226
1850, GROW: 인피니트의 리얼 청춘 라이프,20143574,김진수,20196292,0,한국,2014-12-04,2014-12-04,70,4943,2014-12-17,23165
1928, 노화위룡,20145128,서하,20204308,0,홍콩,2014-12-24,2014-12-24,1,2,2015-01-06,0
1931, 상의원,20147176,이원석,20128390,475676,한국,2014-12-24,2014-12-24,466,108567,2015-01-06,778719
1882, 톰과 제리 아카데미 가다,20144281,조셉 바바라|윌리엄 한나,10067341|10053328,0,미국,2014-12-11,2014-12-11,32,218,2014-12-24,5909
1871, 뽕2014,20144521,공자관,10001904,441,한국,2014-12-11,2014-12-11,5,361,2014-12-24,0
1894, 당신의 벽이 속삭일때,20149679,그르제고르즈 무스칼라,20189702,0,독일,2014-12-18,2014-12-18,2,2,2014-12-31,0
1835, 덕수리 5형제,20134588,전형준,10061527,0,한국,2014-12-04,2014-12-04,327,18744,2014-12-17,209747
1843, 악사들,20148620,김지곤,20128778,111,한국,2014-12-04,2014-12-04,6,38,2014-12-17,1256
1870, 변종샤크,20144504,그리프 퍼스트,10003019,18,미국,2014-12-11,2014-12-11,5,256,2014-12-24,424
1848, 크리스마스 스타,20144582,닐스 가우프,10009088,2605,노르웨이,2014-12-04,2014-12-04,1,2,2014-12-17,0
1831, 엑소더스: 신들과 왕들,20140842,리들리 스콧,10019469,745918,미국,2014-12-03,2014-12-03,756,97384,2014-12-16,1444198
1849, 테레즈 데케루,20143315,끌로드 밀러,10006617,14299,프랑스,2014-12-04,2014-12-04,5,147,2014-12-17,1211
1888, 순수의 신부 2-그녀의 고민,20144186,히로타 미키오,10090995,48,일본,2014-12-17,2014-12-17,1,54,2014-12-30,0
1813, 덤 앤 더머 투,20149287,바비 패럴리|피터 패럴리,10028253|10086073,128875,미국,2014-11-27,2014-11-27,341,20011,2014-12-10,187702
1802, 마이너클럽,20143689,이원우,20172021,0,한국,2014-11-25,2014-11-25,1,18,2014-12-08,0
1821, 정사: 위험한 성적유희,20144191,이민환,20199129,307,한국,2014-11-27,2014-11-27,4,214,2014-12-10,0
1815, 두 자매의 섹스 다이어리,20143744,오쿠 와타루,20172200,26,일본,2014-11-27,2014-11-27,1,2,2014-12-10,0
1867, 파커,20148996,테일러 핵포드,10079955,249813,미국,2014-12-10,2014-12-10,48,618,2014-12-23,6828
1886, 가정부와의 불륜,20144871,오쿠 와타루,20172200,26,일본,2014-12-17,2014-12-17,1,2,2014-12-30,0
1861, 실화!정말있었던이야기,20144188,조조 히데오,10066963,88,일본,2014-12-10,2014-12-10,1,54,2014-12-23,0
1814, 덤 앤 더머 투,20149287,바비 패럴리|피터 패럴리,10028253|10086073,128875,미국,2014-11-27,2014-11-27,341,20011,2014-12-10,187702
1860, 신입여직원의 속옷,20144189,칸바라 나오토,20188292,47,일본,2014-12-10,2014-12-10,1,54,2014-12-23,0
1890, 타락천사 케이코 ,20144187,칸바라 나오토,20188292,47,일본,2014-12-17,2014-12-17,1,54,2014-12-30,0
1874, 스페이스 독 2,20144324,이나 예블라니코바|알렉산더 크람초프|바딤 소츠코프,10048638|10044567|10036691,42720,러시아,2014-12-11,2014-12-11,54,1958,2014-12-24,0
1902, 두 번의 결혼식과 한 번의 장례식,20124061,김조광수,10005655,5999,한국,2012-06-21,2012-06-21,66,3372,2012-07-04,38684
1881, 톰과 제리 아카데미 가다,20144281,조셉 바바라|윌리엄 한나,10067341|10053328,0,미국,2014-12-11,2014-12-11,32,218,2014-12-24,5909
1853, 클라우트로포비아: 폐소공포증,20144702,바비 보어만스,20204240,1,네덜란드,2014-12-09,2014-12-09,1,10,2014-12-22,0
1904, 설마 그럴리가 없어,20126624,조성규,10065915,4968,한국,2012-06-21,2012-06-21,6,74,2012-07-04,1252
1828, 혼스,20142741,알렉산더 아야,10044547,0,미국,2014-11-27,2014-11-27,160,2798,2014-12-10,17289
1869, 무드 인디고,20143343,미셸 공드리,10027141,58209,프랑스,2014-12-11,2014-12-11,55,2172,2014-12-24,24168
1868, 한민족 그리고 조선족,20144531,전화성,20112210,276,한국,2014-12-10,2014-12-10,1,71,2014-12-23,0
1912, 자바히트: 살인면허,20144502,코너 알린,20204286,0,미국,2014-12-18,2014-12-18,1,50,2014-12-31,0
1834, 꼬마 잠수함 올리 2,20143314,밥 두셋,10029884,0,미국,2014-12-04,2014-12-04,90,1852,2014-12-17,30473
1943, 비르: 위대한 전사,20145382,아닐 샤르마,20204328,0,인도,2014-12-30,2014-12-30,5,240,2015-01-12,0
1944, 아메리칸 섹스 파티,20145162,패트릭 C. 페레즈,20204329,0,미국,2014-12-30,2014-12-30,3,149,2015-01-12,243
1925, 콜 걸,20143487,마이클 마키마인,10000245,0,스웨덴,2014-12-23,2014-12-23,1,200,2015-01-05,0
1933, 스타쉽 라이징,20144943,닐 존슨,20171628,141,미국,2014-12-24,2014-12-24,5,238,2015-01-06,0
1929, 눈의 여왕 2: 트롤의 마법거울,20143344,알렉세이 트시칠린,10044740,367919,러시아,2014-12-24,2014-12-24,292,14964,2015-01-06,594955
1945, 언노운 어택,20145383,브라이언 트렌차드-스미스,10031950,18390,미국,2014-12-30,2014-12-30,1,200,2015-01-12,0
1953, 외계인들,20145401,김한규|손병희,10006200|20205867,0,한국,2014-12-31,2014-12-31,1,54,2015-01-13,0
1934, 야한수영클럽,20144185,칸바라 나오토,20188292,47,일본,2014-12-24,2014-12-24,1,54,2015-01-06,0
1917, 클라우즈 오브 실스마리아,20142964,올리비에 아사야스,10051280,7404,프랑스,2014-12-18,2014-12-18,53,1174,2014-12-31,21607
1914, 쥬로링 동물탐정 극장판,20134436,이종현|박시후,20197466|20197467,0,한국,2014-12-18,2014-12-18,101,1696,2014-12-31,0
1913, 제4 이노베이터,20142661,한명구,10087459,7608,한국,2014-12-18,2014-12-18,9,621,2014-12-31,0
1919, 라보엠,20144321,로버트 돈헴,10016558,3499,독일,2014-12-20,2014-12-20,5,84,2015-01-02,0
1921, 블러드 리벤지,20145223,지오지오 세라피니,20113485,100,미국,2014-12-22,2014-12-22,1,54,2015-01-04,0
1927, 기술자들,20149265,김홍선,20125826,1646142,한국,2014-12-24,2014-12-24,641,274404,2015-01-06,2336461
1932, 숲속으로,20143422,롭 마샬,10018173,1496254,미국,2014-12-24,2014-12-24,351,55379,2015-01-06,341389
1960, 테이큰 3,20143642,올리비에 메가턴,10051267,964713,미국,2015-01-01,2015-01-01,614,321653,2015-01-14,1877515
1970, 타임 패러독스,20144481,마이클 스피어리그|피터 스피어이그,10023232|10085893,137955,호주,2015-01-07,2015-01-07,229,7866,2015-01-20,81347
1941," 그녀, 섹스의 시작",20145323,제이콥 체이스,20204326,0,미국,2014-12-30,2014-12-30,3,149,2015-01-12,0
1923, 라스트건맨,20145127,나단 프란콥스키,10006788,0,미국,2014-12-23,2014-12-23,1,2,2015-01-05,0
1910, 네 무덤에 침을 뱉어라,20127507,스티븐 R. 몬로,10039654,903,미국,2012-06-28,2012-06-21,0,0,2012-07-11,0
1962, 4명의 암살자,20144503,스텐리 J. 오젤,20204566,0,미국,2015-01-05,2015-01-05,2,4,2015-01-18,0
1916, 징기스칸: 지살령,20144981,왕평,10051614,0,중국,2014-12-18,2014-12-18,1,50,2014-12-31,0
1946, 이불,20143414,김한준,20195277,0,한국,2014-12-30,2014-12-30,1,92,2015-01-12,0
1918, 파라노말 이니테이션,20144937,다린 스콧,10009642,0,미국,2014-12-18,2014-12-18,4,176,2014-12-31,0
1922, 뜨겁게 젖은 사케의 비밀,20070006,니시야마 요이치,10008458,161,일본,2014-12-23,2014-12-23,1,2,2015-01-05,0
1935, 우주전쟁: 지구 최후의 날,20145083,존 라이드,20201927,210,미국,2014-12-24,2014-12-24,5,238,2015-01-06,0
1909, I AM,20113553,최진성,10072781,14099,한국,2012-06-21,2012-06-21,137,3407,2012-07-04,29789
1976, 제거자,20145385,닉 사이먼,10063431,0,미국,2015-01-08,2015-01-08,5,203,2015-01-21,353
1991, 꽃보다 처녀귀신,20155744,최영민|최영민,20204726|10072470,0,한국,2015-01-15,2015-01-15,4,127,2015-01-28,1567
1961, 하이킥 엔젤스,20143841,요코야마 카즈히로,20166386,8,일본,2015-01-01,2015-01-01,3,7,2015-01-14,0
1942, 명기,20143985,강현,20201526,0,한국,2014-12-30,2014-12-30,5,240,2015-01-12,0
1983, 룰라바이,20155701,앤드류 레비타스,10045855,0,미국,2015-01-14,2015-01-14,1,1,2015-01-27,0
1952, 외계인들,20145401,김한규|손병희,10006200|20205867,0,한국,2014-12-31,2014-12-31,1,54,2015-01-13,0
1939, 진구세주전설 북두의권 3부 라오우전 격투의 장,20145303,히라노 토시키,10090671,423,일본,2014-12-27,2014-12-27,1,1,2015-01-09,0
1989, 가자! 장미여관으로 3 - 방황 무삭제 감독판,20155581,김봉은,10004364,1429,한국,2015-01-15,2015-01-15,2,4,2015-01-28,0
1951, 마다가스카의 펭귄,20149859,에릭 다넬|사이몬 J.스미스,10048039|10034409,1240953,미국,2014-12-31,2014-12-31,509,145138,2015-01-13,1434712
1955, 극장판 파이널 <하늘의 유실물 : 영원한 나의 새장>,20145143,사이토 히사시,10034450,0,일본,2015-01-01,2015-01-01,5,44,2015-01-14,0
1990, 고양이 장례식,20144601,이종훈,10057421,0,한국,2015-01-15,2015-01-15,42,182,2015-01-28,2780
1950, 마다가스카의 펭귄,20149859,에릭 다넬|사이몬 J.스미스,10048039|10034409,1240953,미국,2014-12-31,2014-12-31,509,145138,2015-01-13,1434712
1936, 일곱난쟁이,20143602,헤랄드 지페르만,10087954,0,독일,2014-12-24,2014-12-24,193,7914,2015-01-06,216601
1959, 불량변호사,20134182,애덤 캐슨|마크 캐슨,20173463|10024374,0,미국,2015-01-01,2015-01-01,1,200,2015-01-14,0
1940, 미싱 윌리엄,20145260,켄 맥래,10090060,0,미국,2014-12-29,2014-12-29,1,1,2015-01-11,0
1982, 돌싱녀의 성접대의혹,20145390,모리시마 다이스케,20205386,54,일본,2015-01-14,2015-01-14,1,54,2015-01-27,0
1980, 캐치헬,20155781,라이언 필립,10014067,0,미국,2015-01-13,2015-01-13,1,54,2015-01-26,0
1949, 두 번째 엄마 ,20145161,이민환,20199129,366,한국,2014-12-31,2014-12-31,3,149,2015-01-13,0
1986, 오늘의 연애,20142407,박진표,10029363,1689296,한국,2015-01-14,2015-01-14,577,133838,2015-01-27,1630948
1979, 컨트랙티드,20155782,에릭 잉글랜드,20204466,1,미국,2015-01-12,2015-01-12,1,54,2015-01-25,0
1987, 위기의 유부녀들 3 - 옆집 남편과,20145388,오부치 아키라,20126237,17,일본,2015-01-14,2015-01-14,1,54,2015-01-27,0
1968, 위기의 유부녀들 2 - 남편의 취미,20145387,오부치 아키라,20126237,17,일본,2015-01-07,2015-01-07,1,54,2015-01-20,0
1966, 언브로큰,20149948,안젤리나 졸리,10043730,5908,미국,2015-01-07,2015-01-07,364,26707,2015-01-20,255019
1947, 개를 훔치는 완벽한 방법,20130574,김성호,10004652,153234,한국,2014-12-31,2014-12-31,205,26982,2015-01-13,220468
1964, 매직 티팟,20144602,라마 모슬리,10024163,0,미국,2015-01-07,2015-01-07,1,50,2015-01-20,0
1977, 다중살인,20145322,마이크 메이홀,20204646,0,미국,2015-01-12,2015-01-12,1,2,2015-01-25,0
1948, 더 테너 리리코 스핀토,20141614,김상만,10004407,738893,한국,2014-12-31,2014-12-31,185,6625,2015-01-13,48139
1938, 진구세주전설 북두의권 1부 라오우전 순애의 장 ,20145302,이마무라 타카히로,20169637,0,일본,2014-12-26,2014-12-26,1,1,2015-01-08,0
1971, 타임 패러독스,20144481,마이클 스피어리그|피터 스피어이그,10023232|10085893,137955,호주,2015-01-07,2015-01-07,229,7866,2015-01-20,81347
1954, 워크 오브 셰임,20144938,스티븐 브릴,10039408,21093,미국,2014-12-31,2014-12-31,1,54,2015-01-13,0
1958, 불량변호사,20134182,애덤 캐슨|마크 캐슨,20173463|10024374,0,미국,2015-01-01,2015-01-01,1,200,2015-01-14,0
1969, 천하영웅 자객,20145386,묘술,20204626,84,중국,2015-01-07,2015-01-07,2,22,2015-01-20,0
1993, 미라클 여행기,20148631,허철,20114576,1549,한국,2015-01-15,2015-01-15,12,62,2015-01-28,2111
2001, 신주쿠 에로스,20155741,이마오카 신지,10055307,33,일본,2015-01-21,2015-01-21,1,10,2015-02-03,0
1937, 맵 투 더 스타,20141783,데이빗 크로넨버그,10012121,42242,캐나다,2014-12-25,2014-12-25,28,859,2015-01-07,6199
