movie_name,movie_code,director_name,director_code,nation,release_date,day1_date,day1_screen,day1_audience,day15_date,day15_audience
 원 와일드 모먼트,20152801,장-프랑소와 리셰,10059919,프랑스,2015-08-27,2015-08-27,36,479,2015-09-09,5069
 치외법권,20155826,신동엽,20111176,한국,2015-08-27,2015-08-27,405,49585,2015-09-09,345552
 퇴마전: 마령검의 비밀,20154207,포덕희|조천우,10083368|10008341,중국,2015-08-27,2015-08-27,50,2891,2015-09-09,10922
 갤로우즈,20152869,트래비스 클러프|크리스 로핑,10082025|10077042,미국,2015-09-03,2015-09-03,262,10524,2015-09-16,88769
 고양이 살인사건,20154241,질리안 그린,10070844,미국,2015-09-03,2015-09-03,20,472,2015-09-16,2263
 기적의 피아노,20153311,임성구|김은주,10058611|20110270,한국,2015-09-03,2015-09-03,70,536,2015-09-16,7339
 러브 라이브! 더 스쿨 아이돌 무비,20153039,쿄고쿠 타카히코,20213306,일본,2015-09-03,2015-09-03,61,5474,2015-09-16,52210
 앤트맨,20155702,페이튼 리드,10083194,미국,2015-09-03,2015-09-03,858,174587,2015-09-16,2506008
 어바웃 리키,20153522,조나단 드미,10065318,미국,2015-09-03,2015-09-03,122,2057,2015-09-16,15064
 오피스,20143511,홍원찬,10089708,한국,2015-09-03,2015-09-03,382,46567,2015-09-16,438377
 이민자,20153521,제임스 그레이,10063973,미국,2015-09-03,2015-09-03,34,825,2015-09-16,13428
 젊은 엄마 3,20154861,채길병,10071617,한국,2015-09-03,2015-09-03,20,807,2015-09-16,820
 침묵의 시선,20152582,조슈아 오펜하이머,10066339,덴마크,2015-09-03,2015-09-03,30,267,2015-09-16,4032
 피케이: 별에서 온 얼간이,20153282,라즈쿠마르 히라니,10014173,인도,2015-09-03,2015-09-03,183,2957,2015-09-16,42996
 피케이: 별에서 온 얼간이 감독판,20154732,라즈쿠마르 히라니,10014173,인도,2015-09-03,2015-09-03,2,44,2015-09-16,424
 히트맨: 에이전트 47,20153385,알렉산더 바흐,10044518,미국,2015-09-03,2015-09-03,262,7599,2015-09-16,64087
 말리,20126621,케빈 맥도널드,20112441,미국,2012-08-02,2012-08-02,11,347,2012-08-15,4546
 메튜 본의 백조의 호수 3D,20128466,매튜 본,20121281,영국,2012-08-02,2012-08-02,14,498,2012-08-15,4822
 통통한 혁명,20124741,민두식,10027782,한국,2012-08-02,2012-08-02,5,38,2012-08-15,475
 나는 왕이로소이다,20124080,장규성,10060063,한국,2012-08-08,2012-08-08,469,65664,2012-08-21,747569
 바람과 함께 사라지다,20124067,김주호,20030155,한국,2012-08-08,2012-08-08,508,172048,2012-08-21,3398402
 빌리와 용감한 녀석들 3D,20127887,라인하드 클루스|호거 태프,10014119|10089026,독일,2012-08-08,2012-08-08,226,15196,2012-08-21,234302
 돼지 같은 여자,20135264,장문일,10060160,한국,2015-09-10,2015-09-10,91,1068,2015-09-23,6958
 라이즈 오브 더 레전드: 황비홍,20153037,주현량,20121141,홍콩,2015-09-10,2015-09-10,51,840,2015-09-23,5085
 사랑이 이긴다,20140190,민병훈,10027804,한국,2015-09-10,2015-09-10,48,2733,2015-09-23,12691
 선지자의 밤,20149457,김성무,20189601,한국,2015-09-10,2015-09-10,1,10,2015-09-23,221
 셀프/리스,20151521,타셈 싱,10079201,미국,2015-09-10,2015-09-10,332,15141,2015-09-23,110855
 슈퍼레이서 엔지,20154323,허선,20214806,한국,2015-09-10,2015-09-10,19,150,2015-09-23,9433
 스트레이트 아웃 오브 컴턴,20154162,F. 게리 그레이,10091258,미국,2015-09-10,2015-09-10,184,4393,2015-09-23,43885
 앙: 단팥 인생 이야기,20151623,가와세 나오미,10000249,일본,2015-09-10,2015-09-10,39,1421,2015-09-23,20257
 영도,20141610,손승웅,20112554,한국,2015-09-10,2015-09-10,19,244,2015-09-23,2658
 우먼 인 블랙: 죽음의 천사,20157781,톰 하퍼,10081111,영국,2015-09-10,2015-09-10,138,1238,2015-09-23,9484
 위시 아이 워즈 히어,20152223,잭 브라프,10060897,미국,2015-09-10,2015-09-10,28,158,2015-09-23,1743
 자가당착: 시대정신과 현실참여,20101244,김선,10004500,한국,2015-09-10,2015-09-10,4,19,2015-09-23,460
 젊은 처제,20155042,이세종,20215786,한국,2015-09-10,2015-09-10,21,412,2015-09-23,753
 제 7기사단,20153422,키리야 카즈아키,10078569,한국,2015-09-10,2015-09-10,93,1222,2015-09-23,10710
 칼릴 지브란의 예언자,20153981,로저 알러스,10017754,미국,2015-09-10,2015-09-10,37,258,2015-09-23,6733
 함정,20143510,권형진,10002567,한국,2015-09-10,2015-09-10,359,32277,2015-09-23,257675
 화산고래,20142623,박혜미,20174042,한국,2015-09-10,2015-09-10,0,0,2015-09-23,191
 메이즈 러너: 스코치 트라이얼,20150622,웨스 볼,10044699,미국,2015-09-16,2015-09-16,680,111026,2015-09-29,2320466
 사도,20148846,이준익,10057485,한국,2015-09-16,2015-09-16,"1,123",250237,2015-09-29,4789782
 극장판 도라에몽 : 진구의 우주영웅기~스페이스 히어로즈~,20153470,오오스기 요시히로,10057820,일본,2015-09-17,2015-09-17,194,1861,2015-09-30,83577
 덫: 치명적인 유혹,20113634,봉만대,10031639,한국,2015-09-17,2015-09-17,19,818,2015-09-30,1412
 션샤인 러브,20130260,조은성,20135269,한국,2015-09-17,2015-09-17,17,64,2015-09-30,858
 트루스 어바웃 엠마누엘,20154451,프란체스카 그레고리니,10084329,미국,2015-09-17,2015-09-17,7,46,2015-09-30,605
 더 매직: 리틀톰과 도둑공주,20153022,어네스토 파드롱,10047178,스페인,2015-09-24,2015-09-24,133,2725,2015-10-07,78690
 레전드 오브 래빗: 불의 전설,20151201,마원|동대가,10052159|10020943,중국,2015-09-24,2015-09-24,62,763,2015-10-07,23543
 뮨: 달의 요정,20151815,알렉상드르 헤보얀|베노이트 필립폰,10044726|20143681,프랑스,2015-09-24,2015-09-24,230,4770,2015-10-07,244975
 서부전선,20140193,천성일,10071866,한국,2015-09-24,2015-09-24,499,47432,2015-10-07,597246
 싱 오버 미,20158949,제이콥 카인드버그,10063782,미국,2015-09-24,2015-09-24,1,87,2015-10-07,524
 에베레스트,20151421,발타자르 코루마쿠르,10029772,미국,2015-09-24,2015-09-24,326,25680,2015-10-07,328744
 인턴,20152022,낸시 마이어스,10007658,미국,2015-09-24,2015-09-24,353,50009,2015-10-07,1699555
 지금은맞고그때는틀리다,20151782,홍상수,10089497,한국,2015-09-24,2015-09-24,53,3525,2015-10-07,53086
 탐정 : 더 비기닝,20156557,김정훈,10005643,한국,2015-09-24,2015-09-24,486,50533,2015-10-07,2162055
 대니 콜린스,20153025,댄 포겔맨,10010415,미국,2015-09-30,2015-09-30,294,6045,2015-10-13,53903
 춘희막이,20149264,박혁지,20187247,한국,2015-09-30,2015-09-30,247,2866,2015-10-13,26967
 노블,20154161,스티븐 브래들리,10038740,영국,2015-10-01,2015-10-01,33,182,2015-10-14,2648
 더 로프트 : 비밀의 방,20154243,에릭 반 루이,10048117,미국,2015-10-01,2015-10-01,114,1101,2015-10-14,5433
 드래곤볼 Z : 부활의 F,20155022,야마무로 타다요시,10046548,일본,2015-10-01,2015-10-01,56,2107,2015-10-14,23139
 황제펭귄 펭이와 솜이,20124933,김진만|김재영,20100264|20127317,한국,2012-08-08,2012-08-08,48,607,2012-08-21,11373
 광대를 위한 슬픈 발라드,20128311,알렉스 드 라 이글레시아,10044780,스페인,2012-08-09,2012-08-09,7,83,2012-08-22,1162
 러브,20128308,유승택,10053780,대만,2012-08-09,2012-08-09,5,52,2012-08-22,644
 시스터 ,20127726,우슬라 마이어,20114541,프랑스,2012-08-09,2012-08-09,18,659,2012-08-22,9091
 아메리칸 파이: 19금 동창회,20128530,존 허위츠|헤이든 쉬로스버그,10068584|10088619,미국,2012-08-09,2012-08-09,117,2219,2012-08-22,15431
 프로젝트 님,20112501,제임스 마쉬,10064077,영국,2012-08-09,2012-08-09,2,15,2012-08-22,541
 주온: 더 파이널,20154621,오치아이 마사유키,10050815,일본,2015-10-01,2015-10-01,318,10473,2015-10-14,60589
 포장마차,20155845,최율권희,20216886,한국,2015-10-01,2015-10-01,5,32,2015-10-14,520
 경계의 저편 : I'LL BE HERE -미래편-,20155536,이시다테 타이치,10056327,일본,2015-10-08,2015-10-08,26,1070,2015-10-21,8501
 더 홈즈맨,20156961,토미 리 존스,10080641,프랑스,2015-10-08,2015-10-08,19,493,2015-10-21,2475
 러브 인 프로방스,20155272,로젤린 보쉬,10017821,프랑스,2015-10-08,2015-10-08,30,346,2015-10-21,4617
 마션,20151383,리들리 스콧,10019469,미국,2015-10-08,2015-10-08,"1,003",271226,2015-10-21,3348174
 미스터 레오스 카락스,20155282,테사 루이즈-살로메,10020557,프랑스,2015-10-08,2015-10-08,13,115,2015-10-21,994
 성난 변호사,20142855,허종호,10088447,한국,2015-10-08,2015-10-08,607,89466,2015-10-21,1039227
 슬로우 웨스트,20154805,존 맥클린,10067840,영국,2015-10-08,2015-10-08,30,379,2015-10-21,7836
 아내의 애인,20155491,소영환,20216487,한국,2015-10-08,2015-10-08,20,301,2015-10-21,363
" 안녕, 전우치! 도술로봇대결전",20153801,김대창,20214346,한국,2015-10-08,2015-10-08,59,278,2015-10-21,11804
 팬,20150562,조 라이트,10065000,미국,2015-10-08,2015-10-08,404,15998,2015-10-21,182969
 유부녀들,20155879,경석호,20187184,한국,2015-10-14,2015-10-14,20,373,2015-10-27,516
" 그녀, 잉그리드 버그만",20154807,스티그 비요크만,10038973,스웨덴,2015-10-15,2015-10-15,15,152,2015-10-28,2004
 더 비지트,20155639,M. 나이트 샤말란,10091491,미국,2015-10-15,2015-10-15,275,7372,2015-10-28,52197
 라이프,20155602,안톤 코르빈,10043967,캐나다,2015-10-15,2015-10-15,99,1660,2015-10-28,16536
 리그레션,20152121,알레한드로 아메나바르,10044445,스페인,2015-10-15,2015-10-15,143,2918,2015-10-28,17317
 미션스쿨,20150921,강의석,20135460,한국,2015-10-15,2015-10-15,3,6,2015-10-28,119
 비밀,20156553,박은경|이동하,20066038|20204806,한국,2015-10-15,2015-10-15,305,7539,2015-10-28,49980
 슈퍼 스파이: 수상한 임무,20155010,하비에르 페서,10086918,스페인,2015-10-15,2015-10-15,98,858,2015-10-28,24298
 아델라인 : 멈춰진 시간,20155562,리 톨랜드 크리거,10088796,미국,2015-10-15,2015-10-15,238,3754,2015-10-28,39747
 온리 유,20155057,장하오,10087076,중국,2015-10-15,2015-10-15,111,2712,2015-10-28,12373
 트랜스포터: 리퓰드,20153201,카밀 들라마레,10073764,프랑스,2015-10-15,2015-10-15,415,20329,2015-10-28,161245
 경계의 저편 : I'LL BE HERE -과거편-,20155537,이시다테 타이치,10056327,일본,2015-10-22,2015-10-22,27,617,2015-11-04,3579
 노크 노크,20158702,일라이 로스,10058386,미국,2015-10-22,2015-10-22,68,951,2015-11-04,4024
 더 폰,20157464,김봉주,20128476,한국,2015-10-22,2015-10-22,705,97241,2015-11-04,1480792
 돌연변이,20145501,권오광,10002458,한국,2015-10-22,2015-10-22,365,10379,2015-11-04,97618
 디판,20155386,자크 오디아르,10059444,프랑스,2015-10-22,2015-10-22,29,447,2015-11-04,5340
 라이엇 클럽,20155322,론 쉐르픽,10017999,영국,2015-10-22,2015-10-22,51,720,2015-11-04,4504
 맛있는 비행,20156709,최상훈|최상훈,20217666|10072304,한국,2015-10-22,2015-10-22,21,371,2015-11-04,3141
 스피드,20148843,이상우,20111446,한국,2015-10-22,2015-10-22,6,9,2015-11-04,772
 슬리핑 위드 아더 피플,20155547,레슬리 헤드랜드,10015115,미국,2015-10-22,2015-10-22,106,1094,2015-11-04,8252
 애니를 위하여,20155546,스티븐 번스타인,10039390,미국,2015-10-22,2015-10-22,2,24,2015-11-04,137
 오디세오,20157176,정성복,20110332,한국,2015-10-22,2015-10-22,7,39,2015-11-04,662
 특종: 량첸살인기,20145504,노덕,10015745,한국,2015-10-22,2015-10-22,776,64516,2015-11-04,609717
 필름시대사랑,20152064,장률,10060143,한국,2015-10-22,2015-10-22,17,99,2015-11-04,1444
 새폴더2,20156870,황상원,20201928,한국,2015-10-23,2015-10-23,20,363,2015-11-05,518
 그놈이다,20157465,윤준형,10054518,한국,2015-10-28,2015-10-28,510,97168,2015-11-10,981032
 맨 프롬 UNCLE,20152745,가이 리치,10000296,미국,2015-10-28,2015-10-28,326,12715,2015-11-10,108304
 미안해 사랑해 고마워,20149961,전윤수,10061405,한국,2015-10-28,2015-10-28,333,6142,2015-11-10,49805
 어떤살인,20143502,안용훈,20195674,한국,2015-10-28,2015-10-28,169,2487,2015-11-10,17165
 챔피언 프로그램,20155276,스티븐 프리어스,10039589,영국,2015-10-28,2015-10-28,85,538,2015-11-10,6299
 하늘을 걷는 남자,20155101,로버트 저메키스,10016924,미국,2015-10-28,2015-10-28,379,19675,2015-11-10,232989
 거짓말,20141608,김동명,10003943,한국,2015-10-29,2015-10-29,26,1051,2015-11-11,4953
 더 랍스터,20150862,요르고스 란티모스,10065698,영국,2015-10-29,2015-10-29,56,2189,2015-11-11,33726
 아마데우스 감독판,20156824,밀로스 포만,10027921,미국,2015-10-29,2015-10-29,28,551,2015-11-11,8342
 앙리 앙리,20154301,마틴 탈봇,10024787,캐나다,2015-10-29,2015-10-29,51,411,2015-11-11,6437
 에덴: 로스트 인 뮤직,20150703,미아 한센-로브,10024466,프랑스,2015-10-29,2015-10-29,10,105,2015-11-11,1604
 울보 권투부,20141081,이일하,20191146,한국,2015-10-29,2015-10-29,11,53,2015-11-11,1472
 스텝업4 : 레볼루션,20126448,스콧 스피어,20128650,미국,2012-08-15,2012-08-15,266,79915,2012-08-28,715556
 토탈 리콜,20125647,렌 와이즈먼,10015706,미국,2012-08-15,2012-08-15,443,250229,2012-08-28,1151855
 R2B: 리턴투베이스,20124049,김동원,10003972,한국,2012-08-15,2012-08-15,534,206793,2012-08-28,1098699
 대학살의 신,20128549,로만 폴란스키,10016457,프랑스,2012-08-16,2012-08-16,34,950,2012-08-29,13357
" 그 시절, 우리가 좋아했던 소녀",20128588,구파도,20120722,대만,2012-08-22,2012-08-22,99,1803,2012-09-04,30139
 화장실의 피에타,20154730,마츠나가 다이시,10079409,일본,2015-10-29,2015-10-29,2,10,2015-11-11,641
 고시원,20157155,이영민,20218657,한국,2015-10-30,2015-10-30,20,373,2015-11-12,524
 검은 사제들,20145503,장재현,10060462,한국,2015-11-05,2015-11-05,834,191090,2015-11-18,3877313
 더 기프트,20155224,조엘 에저튼,10066641,호주,2015-11-05,2015-11-05,110,746,2015-11-18,8484
 더 셰프,20155277,존 웰스,10068230,미국,2015-11-05,2015-11-05,380,19128,2015-11-18,184972
 더 원 아이 러브,20155054,찰리 맥도웰,10071268,미국,2015-11-05,2015-11-05,58,356,2015-11-18,3758
 들꽃,20141611,박석영,20191486,한국,2015-11-05,2015-11-05,12,41,2015-11-18,1007
 세상의 끝에서 커피 한잔,20142141,치앙시우청,20174480,일본,2015-11-05,2015-11-05,10,119,2015-11-18,2314
 스파이 브릿지,20152871,스티븐 스필버그,10039450,미국,2015-11-05,2015-11-05,351,18404,2015-11-18,258229
 아더와 미니모이 3: 두 세계의 전쟁,20156383,뤽 베송,10019011,프랑스,2015-11-05,2015-11-05,97,585,2015-11-18,54921
 에이미,20153982,아시프 카파디아,10042301,영국,2015-11-05,2015-11-05,31,620,2015-11-18,8986
 이스케이프,20154729,존 에릭 도들,10068165,미국,2015-11-05,2015-11-05,264,4872,2015-11-18,46755
 택시,20155763,자파르 파나히,10059483,이란,2015-11-05,2015-11-05,16,134,2015-11-18,2129
 007 스펙터,20157432,샘 멘데스,10034966,영국,2015-11-11,2015-11-11,991,186718,2015-11-24,1711319
 갈리폴리 상륙작전,20156869,오잔 에렌,10073633,터키,2015-11-12,2015-11-12,5,41,2015-11-25,108
 개구리왕국,20156360,넬슨 신,10007878,중국,2015-11-12,2015-11-12,121,1372,2015-11-25,43763
 나도 때론 포르노그라피의 주인공이고 싶다,20151861,장성수,10060256,한국,2015-11-12,2015-11-12,20,330,2015-11-25,957
 나이트 오브 컵스,20156982,테렌스 맬릭,10079743,미국,2015-11-12,2015-11-12,36,312,2015-11-25,2674
 늙은 자전거,20142403,문희융,10026867,한국,2015-11-12,2015-11-12,15,334,2015-11-25,3033
 더 크로니클: 뮤턴트의 반격,20156629,제제 다카히사,10064512,일본,2015-11-12,2015-11-12,41,120,2015-11-25,2604
 몬스터 헌트,20155441,라맨 허,20081244,중국,2015-11-12,2015-11-12,167,2037,2015-11-25,25332
 세상끝의 사랑,20158701,김인식,10005426,한국,2015-11-12,2015-11-12,94,579,2015-11-25,4746
 세컨드 마더,20150831,안나 무이라에르트,10068989,브라질,2015-11-12,2015-11-12,17,208,2015-11-25,2542
 우리가 사랑한 시간,20156050,드레이크 도리머스,20170123,미국,2015-11-12,2015-11-12,15,279,2015-11-25,3517
 위아 유어 프렌즈,20155646,맥스 조셉,10025391,미국,2015-11-12,2015-11-12,219,2658,2015-11-25,37036
 친구엄마,20158203,공자관,10001904,한국,2015-11-12,2015-11-12,20,274,2015-11-25,327
 헝거게임: 더 파이널,20151481,프란시스 로렌스,10084230,미국,2015-11-18,2015-11-18,482,46781,2015-12-01,708673
 꾸루꾸루와 친구들: 무지개 나무의 비밀,20158682,문제대,10026803,한국,2015-11-19,2015-11-19,46,226,2015-12-02,6460
 내부자들,20149314,우민호,20111283,한국,2015-11-19,2015-11-19,907,230949,2015-12-02,4019452
 당신의 세상은 지금 몇 시?,20156973,사피 야즈다니안,10019514,프랑스,2015-11-19,2015-11-19,7,119,2015-12-02,1721
 사일런트 하트,20156754,빌 어거스트,10033528,덴마크,2015-11-19,2015-11-19,21,324,2015-12-02,4356
 스타드 업,20154562,데이빗 맥킨지,10011784,영국,2015-11-19,2015-11-19,4,17,2015-12-02,70
 시티즌포,20153503,로라 포이트러스,10047860,미국,2015-11-19,2015-11-19,34,220,2015-12-02,4642
 아스타 라 비스타,20157292,제프리 엔트호벤,10064551,벨기에,2015-11-19,2015-11-19,7,39,2015-12-02,506
 아이돌 마스터 무비 : 빛의 저편으로!,20155740,니시고리 아츠시,20216787,일본,2015-11-19,2015-11-19,54,2276,2015-12-02,19753
 용주골,20158806,최우성,20223066,한국,2015-11-19,2015-11-19,5,32,2015-12-02,562
 재키 앤 라이언,20156925,아미 카난 만,20166223,미국,2015-11-19,2015-11-19,55,347,2015-12-02,3006
 착한 처제,20158385,강훈,20186360,한국,2015-11-19,2015-11-19,19,408,2015-12-02,588
 프리덤,20155690,피터 쿠센스,10045239,미국,2015-11-19,2015-11-19,96,6456,2015-12-02,74371
 해에게서 소년에게,20158795,안슬기,10043558,한국,2015-11-19,2015-11-19,18,158,2015-12-02,567
 괴물의 아이,20157175,호소다 마모루,10089218,일본,2015-11-25,2015-11-25,326,15416,2015-12-08,179612
 도리화가,20140144,이종필,10057407,한국,2015-11-25,2015-11-25,544,49216,2015-12-08,308033
 열정같은소리하고있네,20156748,정기훈,10061628,한국,2015-11-25,2015-11-25,550,59737,2015-12-08,573654
 크림슨 피크,20156570,길예르모 델 토로,10003461,미국,2015-11-25,2015-11-25,236,6117,2015-12-08,44827
 극장판 파워레인저 트레인포스 VS 다이노포스 THE MOVIE,20157883,와타나베 카츠야,10090488,일본,2015-11-26,2015-11-26,197,3366,2015-12-09,87593
 맹글혼,20156962,데이빗 고든 그린,10011631,미국,2015-11-26,2015-11-26,42,396,2015-12-09,2580
 이웃사람,20125920,김휘,10003489,한국,2012-08-22,2012-08-22,473,140700,2012-09-04,2012466
 나나나 : 여배우 민낯 프로젝트,20113568,부지영|김꽃비|서영주|양은용,10031684|10003756|20111065|10047032,한국,2012-08-23,2012-08-23,6,21,2012-09-05,858
 레드라이트,20128272,로드리고 코르테스,20115532,스페인,2012-08-23,2012-08-23,192,8337,2012-09-05,49925
 제이니 존스,20128606,데이빗 M. 로젠탈,20120802,미국,2012-08-23,2012-08-23,19,207,2012-09-05,3562
 히스테리아,20128474,타니아 웩슬러,20120641,영국,2012-08-23,2012-08-23,15,381,2012-09-05,4561
 5쿼터,20126386,릭 바이버,10020715,미국,2012-08-23,2012-08-23,19,203,2012-09-05,1909
 90분,20127627,박선욱,20110765,한국,2012-08-23,2012-08-23,1,5,2012-09-05,42
 공모자들,20124063,김홍선,20125826,한국,2012-08-29,2012-08-29,399,97419,2012-09-11,1389239
 서태지밴드 콘서트투어 '콰이어트나이트',20159002,서태지,10035656,한국,2015-11-26,2015-11-26,1,309,2015-12-09,5908
 설지,20156353,박진순,10029350,한국,2015-11-26,2015-11-26,10,22,2015-12-09,358
 아일랜드 - 시간을 훔치는 섬,20144422,박진성,20110918,한국,2015-11-26,2015-11-26,19,162,2015-12-09,948
 어떤이의 꿈,20153307,조성규,10065915,한국,2015-11-26,2015-11-26,20,324,2015-12-09,1987
 위선자들,20157191,김진홍,10005961,한국,2015-11-26,2015-11-26,82,3982,2015-12-09,9485
 트립 투 잉글랜드,20157998,마이클 윈터바텀,10023362,영국,2015-11-26,2015-11-26,24,345,2015-12-09,4038
 가름워즈: 마지막 예언자,20156736,오시이 마모루,10050553,일본,2015-12-03,2015-12-03,25,104,2015-12-16,1208
 감금의 시간,20158904,김대성,20223386,한국,2015-12-03,2015-12-03,20,378,2015-12-16,555
 극적인 하룻밤,20157501,하기호,10086669,한국,2015-12-03,2015-12-03,386,35140,2015-12-16,318156
 나쁜 나라,20156047,김진열|이수정|정일건,10005927|10056156|10062151,한국,2015-12-03,2015-12-03,19,507,2015-12-16,8826
 내 친구의 아내,20158644,탁승오,20223306,한국,2015-12-03,2015-12-03,20,372,2015-12-16,622
 맥베스,20157065,저스틴 커젤,10061183,영국,2015-12-03,2015-12-03,126,5987,2015-12-16,79251
 사우스포,20153083,안톤 후쿠아,10043970,미국,2015-12-03,2015-12-03,335,10637,2015-12-16,100419
 스윗 프랑세즈,20157702,사울 딥,10034294,영국,2015-12-03,2015-12-03,91,2087,2015-12-16,19301
 시카리오: 암살자의 도시,20155423,드니 빌뇌브,20113786,미국,2015-12-03,2015-12-03,206,9599,2015-12-16,120563
 체르노빌: 원전 대폭발,20157567,비탈리 보로비요브,10084056,러시아,2015-12-03,2015-12-03,5,50,2015-12-16,830
 하트 오브 더 씨,20144683,론 하워드,10018065,미국,2015-12-03,2015-12-03,501,44675,2015-12-16,798732
 그들이 죽었다,20141583,백재호,20177441,한국,2015-12-10,2015-12-10,15,127,2015-12-23,1836
 나를 미치게 하는 여자,20156166,주드 아패토우,10068897,미국,2015-12-10,2015-12-10,151,3014,2015-12-23,33191
 레전드,20155202,브라이언 헬겔랜드,10031982,프랑스,2015-12-10,2015-12-10,434,31949,2015-12-23,179578
 리틀 보이,20155725,알레한드로 몬테베르드,20216746,미국,2015-12-10,2015-12-10,136,1455,2015-12-23,14237
 마담 보바리,20158283,소피 바르트,10036718,미국,2015-12-10,2015-12-10,18,461,2015-12-23,5278
 미스트리스 아메리카,20158909,노아 바움백,10008113,미국,2015-12-10,2015-12-10,22,469,2015-12-23,6675
 보루토 - 나루토 더 무비,20157096,야마시타 히로유키,10046571,일본,2015-12-10,2015-12-10,180,6308,2015-12-23,62283
 불안한 외출,20141703,김철민,20173380,한국,2015-12-10,2015-12-10,7,82,2015-12-23,1647
 뽀로로 극장판 컴퓨터 왕국 대모험,20156807,박영균,10028920,한국,2015-12-10,2015-12-10,363,10545,2015-12-23,297916
" 서툴지만, 사랑",20153031,이누도 잇신,10055053,일본,2015-12-10,2015-12-10,8,150,2015-12-23,1502
 앨리스: 원더랜드에서 온 소년,20141002,허은희,20111756,한국,2015-12-10,2015-12-10,55,1796,2015-12-23,8268
 타이밍,20141598,민경조|박대열,10027767|10028546,한국,2015-12-10,2015-12-10,193,5934,2015-12-23,37755
 타투,20147130,이서,10055931,한국,2015-12-10,2015-12-10,81,1620,2015-12-23,11834
 파더 앤 도터,20156275,가브리엘 무치노,10000103,미국,2015-12-10,2015-12-10,352,8076,2015-12-23,60631
 파일 : 4022일의 사육,20149299,박용집,10028999,한국,2015-12-10,2015-12-10,20,519,2015-12-23,1174
" 실론, 세렌디피티",20157024,권중목,20206386,한국,2015-12-14,2015-12-14,1,13,2015-12-27,121
 대호,20145171,박훈정,10029578,한국,2015-12-16,2015-12-16,892,128396,2015-12-29,1501596
 히말라야,20136068,이석훈,10055965,한국,2015-12-16,2015-12-16,"1,009",203173,2015-12-29,4592391
" 나의 아들, 나의 어머니",20133531,안재민,20138626,한국,2015-12-17,2015-12-17,16,99,2015-12-30,3401
 더 봄버 : 최강폭격부대,20157565,비탈리 보로비요브,10084056,러시아,2015-12-17,2015-12-17,5,100,2015-12-30,880
 바닷마을 다이어리,20156102,고레에다 히로카즈,20070799,일본,2015-12-17,2015-12-17,66,3278,2015-12-30,49378
 색끈한 퓨전사극 심청야사,20159686,강명진,20125414,한국,2015-12-17,2015-12-17,20,369,2015-12-30,549
 스타워즈: 깨어난 포스,20154141,J.J. 에이브럼스,10091417,미국,2015-12-17,2015-12-17,903,167315,2015-12-30,2708230
 락 앤 러브,20126622,데이빗 맥킨지,10011784,영국,2012-08-30,2012-08-30,4,33,2012-09-12,1034
 링컨: 뱀파이어 헌터,20125338,티무르 베크맘베토브,10081588,미국,2012-08-30,2012-08-30,327,46858,2012-09-12,343944
 미운오리새끼,20124046,곽경택,10001931,한국,2012-08-30,2012-08-30,163,4352,2012-09-12,45154
 벨 아미,20125346,데클란 도넬란|닉 오머로드,20127579|20127580,영국,2012-08-30,2012-08-30,103,4103,2012-09-12,29841
 영건 탐정사무소,20127386,오영두,10050570,한국,2012-08-30,2012-08-30,10,75,2012-09-12,889
 인 허 플레이스,20152368,알버트 신,20212728,한국,2015-12-17,2015-12-17,15,97,2015-12-30,1414
 어린왕자,20155563,마크 오스본,10024316,프랑스,2015-12-23,2015-12-23,442,28252,2016-01-05,543509
 포켓몬 더 무비 XY 후파: 광륜의 초마신,20153702,유야마 쿠니히코,10053816,일본,2015-12-23,2015-12-23,305,12091,2016-01-05,281543
1944,20157563,엘모 누가넨,10049552,에스토니아,2015-12-23,2015-12-23,5,100,2016-01-05,880
 데싸우 댄서스,20152821,장 마틴 샤프,10024724,독일,2015-12-24,2015-12-24,9,46,2016-01-06,508
 마카담 스토리,20158889,사무엘 벤쉬트리,10034064,프랑스,2015-12-24,2015-12-24,29,939,2016-01-06,7649
 몬스터 호텔 2,20154242,젠디 타타코브스키,10001386,미국,2015-12-24,2015-12-24,541,57231,2016-01-06,1376297
 스누피: 더 피너츠 무비,20150752,스티브 마티노,10039050,미국,2015-12-24,2015-12-24,323,11200,2016-01-06,190665
 이웃집에 신이 산다,20158885,자코 반 도마엘,10059349,벨기에,2015-12-24,2015-12-24,59,6667,2016-01-06,80522
 라스트 위치 헌터,20157197,브렉 에이즈너,10032210,미국,2015-12-30,2015-12-30,265,24121,2016-01-12,121380
 조선마술사,20144442,김대승,10003845,한국,2015-12-30,2015-12-30,596,115456,2016-01-12,620360
 내부자들: 디 오리지널,20150025,우민호,20111283,한국,2015-12-31,2015-12-31,595,159066,2016-01-13,1664012
 라스트 탱고,20154484,게르만 크랄,10017203,독일,2015-12-31,2015-12-31,19,487,2016-01-13,5565
 에브리띵 윌 비 파인,20158883,빔 벤더스,10033736,독일,2015-12-31,2015-12-31,46,1839,2016-01-13,8391
 연인들,20158954,도미니크 그라프,10012733,독일,2015-12-31,2015-12-31,5,64,2016-01-13,644
 친애하는 지도자동지께,20148667,이상우,20111446,한국,2015-12-31,2015-12-31,1,1,2016-01-13,221
 셜록: 유령신부,20157042,더글라스 맥키넌,20169789,영국,2016-01-02,2016-01-02,831,396224,2016-01-15,1239387
 태양의 서커스 월드 어웨이,20136910,앤드류 아담슨,10045935,미국,2016-01-06,2016-01-06,12,280,2016-01-19,3533
