,actor_code,filmo,filmo_code,average_audience
443,10080416,페인리스,20130443,1882
478,20178063,더 팩트,20131083,1
530,20131372,가시꽃,20120104,0
553,10065807,방독피,20100793,0
502,10003951,허풍,20130243,14887
519,20135034,렛 미 아웃,20125232,0
445,20177000,"가자, 장미여관으로",20130662,0
558,20145226,방독피,20100793,9622
498,10030058,퍼시픽 모비딕,20131244,5
429,10041013,나에게서 온 편지,20139825,9991
447,10049742,"가자, 장미여관으로",20130662,86
523,10006655,전쟁과 한 여자,20134063,27590
526,20133585,가시꽃,20120104,0
568,20185218,방독피,20100793,0
431,10057137,나에게서 온 편지,20139825,3697
323,10056645,청춘그루브,20116038,46535
358,10028008,스프링 브레이커스,20138955,305578
450,20175524,감기,20124937,0
384,20151726,개구쟁이 스머프 2,20136761,0
587,10064638,R.I.P.D. : 알.아이.피.디.,20138421,269078
367,10019512,페르소나,20136821,45381
511,20115762,렛 미 아웃,20125232,6191
403,20176602,이고르와 학의 여행,20130801,0
411,10028507,은밀하게 위대하게 (확장판),20131304,1342654
373,20181887,더 테러 라이브,20136052,0
456,20110693,감기,20124937,284810
455,10029573,감기,20124937,219021
578,10017363,투 마더스,20130821,337480
365,10038010,터보,20137549,17
475,10053760,감기,20124937,468
402,20176601,이고르와 학의 여행,20130801,0
416,10000070,명탐정 코난 : 수평선상의 음모,20058720,0
353,10077601,마지막 4중주,20139826,184233
484,10026802,숨바꼭질,20136049,1446381
482,10039193,세상의 끝까지 21일,20134061,561478
491,10091060,슈퍼윙스 3D,20130569,271
458,10021341,감기,20124937,1711375
486,20182437,숨바꼭질,20136049,0
437,10055385,죽지않아,20127587,739
378,20175721,더 테러 라이브,20136052,382293
477,10007518,감기,20124937,395865
381,10008729,스톨른,20130251,255577
374,10057741,더 테러 라이브,20136052,0
436,20172722,죽지않아,20127587,0
467,20183659,감기,20124937,0
514,10065924,렛 미 아웃,20125232,0
405,10045648,컴플라이언스,20130702,0
451,10054128,감기,20124937,3426051
415,10046583,명탐정 코난 : 수평선상의 음모,20058720,452103
428,20175181,나에게서 온 편지,20139825,0
363,10034095,터보,20137549,728445
376,10061256,더 테러 라이브,20136052,0
442,10044820,페인리스,20130443,96
490,20189362,숨바꼭질,20136049,46623
438,10008581,페이퍼보이: 사형수의 편지,20120464,258417
432,10059234,베이트,20130250,20110
408,10032109,플레이스 비욘드 더 파인즈,20130421,439670
389,20170131,개구쟁이 스머프 2,20136761,0
393,10047586,설국열차,20126674,182028
444,10010897,페인리스,20130443,7
392,10037018,설국열차,20126674,4057786
399,10001670,설국열차,20126674,2277986
515,20182853,렛 미 아웃,20125232,0
531,20183605,가시꽃,20120104,0
427,20175180,나에게서 온 편지,20139825,0
492,10066254,슈퍼윙스 3D,20130569,1185665
516,20143850,렛 미 아웃,20125232,0
549,20182630,방독피,20100793,0
493,10055281,언어의 정원,20139083,332123
413,20111125,은밀하게 위대하게 (확장판),20131304,2194616
496,10015500,"패션, 위험한 열정",20130541,759112
557,20182993,방독피,20100793,0
483,20111125,숨바꼭질,20136049,1572465
559,20145226,방독피,20100793,9622
589,10025686,R.I.P.D. : 알.아이.피.디.,20138421,752514
590,20283251,팬더와 친구들의 모험,19738014,23339
540,10026087,나우 유 씨 미 : 마술사기단,20138881,464073
582,20173042,폭스파이어,20138481,0
561,20183681,방독피,20100793,0
439,10060933,페이퍼보이: 사형수의 편지,20120464,77443
448,10060612,감기,20124937,613569
472,20125325,감기,20124937,0
473,20138244,감기,20124937,0
462,20182739,감기,20124937,0
474,10029587,감기,20124937,0
469,20182407,감기,20124937,0
506,20153874,그리고 싶은 것,20122121,0
479,10074946,더 팩트,20131083,40427
577,20112741,투 마더스,20130821,254268
581,10031120,투 마더스,20130821,2408
571,10089235,브레이크 블레이드6: 결전의 시간,20131822,132
562,20183713,방독피,20100793,0
441,20113063,페이퍼보이: 사형수의 편지,20120464,659057
495,10090934,언어의 정원,20139083,0
449,10037539,감기,20124937,1195928
461,20187615,감기,20124937,0
440,10068370,페이퍼보이: 사형수의 편지,20120464,288148
592,20178223,북극의 후예 이누크,20132022,0
521,20186134,렛 미 아웃,20125232,0
471,20185234,감기,20124937,0
453,20142516,감기,20124937,2339635
509,20153878,그리고 싶은 것,20122121,0
597,10057349,건축학개론,20124074,997733
551,20182747,방독피,20100793,0
555,20182910,방독피,20100793,0
594,10019512,가을 소나타,20070396,45514
529,20182735,가시꽃,20120104,0
596,10087363,건축학개론,20124074,3115767
522,10047407,전쟁과 한 여자,20134063,242
535,10052042,나우 유 씨 미 : 마술사기단,20138881,428436
537,10042525,나우 유 씨 미 : 마술사기단,20138881,268162
489,20231406,숨바꼭질,20136049,1465
497,20125860,"패션, 위험한 열정",20130541,332142
485,10061272,숨바꼭질,20136049,78872
481,10078551,세상의 끝까지 21일,20134061,557596
580,20120503,투 마더스,20130821,279
550,20182641,방독피,20100793,0
524,20166701,가시꽃,20120104,0
459,10071183,감기,20124937,1088557
525,20166702,가시꽃,20120104,0
517,20183525,렛 미 아웃,20125232,0
503,20110761,허풍,20130243,5163
588,10075474,R.I.P.D. : 알.아이.피.디.,20138421,180554
575,10037291,일대종사,20139072,479537
595,10047367,건축학개론,20124074,1089495
586,10014018,R.I.P.D. : 알.아이.피.디.,20138421,604612
487,20153744,숨바꼭질,20136049,2196691
569,20185354,방독피,20100793,0
534,10024081,나우 유 씨 미 : 마술사기단,20138881,1094136
466,20183236,감기,20124937,0
532,20178406,가시꽃,20120104,0
504,10069763,허풍,20130243,528
528,20182176,가시꽃,20120104,0
545,10066710,방독피,20100793,805
468,20164461,감기,20124937,0
460,10061814,감기,20124937,180513
457,10072269,감기,20124937,0
508,20153877,그리고 싶은 것,20122121,0
501,20162982,허풍,20130243,0
552,10062467,방독피,20100793,0
512,20113591,렛 미 아웃,20125232,16565
505,20183710,허풍,20130243,0
518,20183838,렛 미 아웃,20125232,0
554,10066414,방독피,20100793,0
533,10063284,나우 유 씨 미 : 마술사기단,20138881,713226
454,20133596,감기,20124937,46812
564,20183809,방독피,20100793,0
565,20183869,방독피,20100793,0
527,20178407,가시꽃,20120104,0
507,10040821,그리고 싶은 것,20122121,0
567,20185218,방독피,20100793,0
544,20110896,방독피,20100793,1019
538,20175045,나우 유 씨 미 : 마술사기단,20138881,1571224
539,10023474,나우 유 씨 미 : 마술사기단,20138881,1181958
464,20143707,감기,20124937,0
591,20178222,북극의 후예 이누크,20132022,0
600,20121022,건축학개론,20124074,2879896
599,10001765,건축학개론,20124074,293984
585,20173040,폭스파이어,20138481,0
542,10059770,라 당스,20130784,2177
576,10060562,일대종사,20139072,474957
573,10047067,일대종사,20139072,276171
548,20182443,방독피,20100793,0
579,10059234,투 마더스,20130821,6316
584,10079138,폭스파이어,20138481,0
593,10058993,가을 소나타,20070396,50529
572,20170157,브레이크 블레이드6: 결전의 시간,20131822,5738
583,20173041,폭스파이어,20138481,0
541,20177260,라 당스,20130784,0
520,20178404,렛 미 아웃,20125232,0
536,10025926,나우 유 씨 미 : 마술사기단,20138881,47782
566,20115446,방독피,20100793,0
574,10060548,일대종사,20139072,341702
570,20159816,방독피,20100793,0
598,20125828,건축학개론,20124074,317505
639,20182329,우리들의 헤어진 여자친구,20131692,0
705,20186463,관상,20126091,0
664,20176462,블링 링,20130708,0
613,10049984,스페이스 독,20124939,0
738,10020998,섀도우 헌터스: 뼈의 도시,20129588,0
690,10068438,킬링시즌,20131203,158176
752,20112298,우리 선희,20137041,11082
619,20179067,해로 (偕老),20111074,0
688,20183729,천안함 프로젝트,20137585,0
696,10057315,관상,20126091,2154038
757,10030781,컨저링,20131381,365014
735,20113051,섀도우 헌터스: 뼈의 도시,20129588,263512
637,20185819,우리들의 헤어진 여자친구,20131692,0
617,10069209,해로 (偕老),20111074,636192
689,10016564,킬링시즌,20131203,203238
610,20126221,달팽이의 별,20100752,0
744,20167017,슈퍼배드 2,20122089,1043904
763,20177821,프리버즈: 밍쿠와 찌아의 도시 대탈출,20131001,0
620,20179770,해로 (偕老),20111074,0
707,20186795,관상,20126091,0
632,10025511,엘리시움,20137811,515735
724,20183063,낭만파 남편의 편지,20125228,0
726,20186139,낭만파 남편의 편지,20125228,0
659,20182438,뫼비우스,20139461,0
651,10069302,2 데이즈 인 뉴욕,20130703,63035
754,20131254,퍼시 잭슨과 괴물의 바다,20137562,1716306
641,10066247,잡스,20139265,5151616
622,20180312,해로 (偕老),20111074,0
685,20182149,천안함 프로젝트,20137585,0
687,20183018,천안함 프로젝트,20137585,0
663,20176461,블링 링,20130708,0
650,10046803,탱고 위드 미,20130705,0
682,10031643,잔다라: 더 비기닝,20132241,1546
715,20113003,관상,20126091,3960
686,10064983,천안함 프로젝트,20137585,0
647,10084416,탱고 위드 미,20130705,52060
719,10061659,관상,20126091,0
711,20140966,관상,20126091,0
609,20126220,달팽이의 별,20100752,0
657,10057015,뫼비우스,20139461,1116
606,20110924,건축학개론,20124074,1914779
653,10045143,2 데이즈 인 뉴욕,20130703,0
750,20111414,우리 선희,20137041,42858
646,10023911,짚의 방패,20131202,31854
618,10049950,해로 (偕老),20111074,747
608,20160505,건축학개론,20124074,0
626,20181107,해로 (偕老),20111074,0
722,20156351,낭만파 남편의 편지,20125228,0
699,20127912,관상,20126091,1102564
615,10084454,언터처블: 1%의 우정,20124142,9443
648,10045761,탱고 위드 미,20130705,0
630,20185136,해로 (偕老),20111074,0
693,10074102,포가튼 : 잊혀진 소녀,20130667,47651
625,20181064,해로 (偕老),20111074,0
661,20178280,바람이 분다,20132082,12696
692,10026950,포가튼 : 잊혀진 소녀,20130667,0
709,20138300,관상,20126091,0
623,20180590,해로 (偕老),20111074,0
723,20182719,낭만파 남편의 편지,20125228,0
694,20176343,포가튼 : 잊혀진 소녀,20130667,0
652,10077046,2 데이즈 인 뉴욕,20130703,734195
634,20113516,엘리시움,20137811,378755
742,10039193,슈퍼배드 2,20122089,488942
759,10021068,컨저링,20131381,212486
638,20178441,우리들의 헤어진 여자친구,20131692,0
624,20180590,해로 (偕老),20111074,0
681,20178341,잔다라: 더 비기닝,20132241,1546
614,20127324,스페이스 독,20124939,0
645,10050598,짚의 방패,20131202,153706
761,20176921,프리버즈: 밍쿠와 찌아의 도시 대탈출,20131001,0
635,10053319,엘리시움,20137811,211895
658,20181927,뫼비우스,20139461,0
628,20184884,해로 (偕老),20111074,0
662,10049635,블링 링,20130708,2281310
698,20121022,관상,20126091,1837447
703,20186039,관상,20126091,0
654,20177620,2 데이즈 인 뉴욕,20130703,0
621,20179842,해로 (偕老),20111074,0
737,10075525,섀도우 헌터스: 뼈의 도시,20129588,816
644,20071684,짚의 방패,20131202,12414
706,20186501,관상,20126091,0
712,20141847,관상,20126091,0
714,20110900,관상,20126091,0
680,20178340,잔다라: 더 비기닝,20132241,8077
611,20125860,밀레니엄 : 제2부 불을 가지고 노는 소녀,20124906,332975
717,20152117,관상,20126091,564994
636,20113225,우리들의 헤어진 여자친구,20131692,0
702,20186015,관상,20126091,0
728,10033706,몬스터 대학교,20135001,119771
605,20192386,건축학개론,20124074,0
660,20090632,바람이 분다,20132082,0
602,20184291,건축학개론,20124074,0
601,20183243,건축학개론,20124074,0
716,10000476,관상,20126091,4322
683,20166434,잔다라: 더 비기닝,20132241,46
732,10085861,몬스터 대학교,20135001,1054886
695,10037018,관상,20126091,4066761
616,20126651,언터처블: 1%의 우정,20124142,145297
633,10065670,엘리시움,20137811,142346
697,10030351,관상,20126091,1686307
656,20125821,뫼비우스,20139461,11868
734,10086328,부에노스 아이레스에서 사랑에 빠질 확률,20131281,0
768,20185771,러시안 소설,20127526,0
704,20186076,관상,20126091,0
612,10022862,밀레니엄 : 제2부 불을 가지고 노는 소녀,20124906,1418
604,20111976,건축학개론,20124074,655393
691,10023788,킬링시즌,20131203,46863
700,10006380,관상,20126091,1136378
733,20177681,부에노스 아이레스에서 사랑에 빠질 확률,20131281,0
629,20151905,해로 (偕老),20111074,0
701,20185678,관상,20126091,0
847,20185652,히어로,20136059,0
826,20186240,소원,20134582,0
710,20139596,관상,20126091,0
643,10025157,잡스,20139265,122987
642,10010595,잡스,20139265,150641
720,10005485,낭만파 남편의 편지,20125228,3526
713,20187169,관상,20126091,0
718,10005383,관상,20126091,690469
721,20178025,낭만파 남편의 편지,20125228,0
684,10000736,천안함 프로젝트,20137585,2361619
783,20168801,가투의 연날리기,20135584,0
822,10006221,소원,20134582,1108295
655,10066929,뫼비우스,20139461,619687
627,20142122,해로 (偕老),20111074,0
829,10043673,적인걸2 : 신도해왕의 비밀,20132262,5123
831,10004252,적인걸2 : 신도해왕의 비밀,20132262,732483
824,10013826,소원,20134582,965916
708,20186982,관상,20126091,0
640,10045585,잡스,20139265,321271
649,10036001,탱고 위드 미,20130705,4391
603,20184357,건축학개론,20124074,0
765,20178263,러시안 소설,20127526,0
819,10035772,소원,20134582,2136853
873,20180914,화이: 괴물을 삼킨 아이,20123383,0
818,10060576,깡철이,20123381,0
890,10055581,시체가 돌아왔다,20124051,1153897
790,20173043,아유레디?,20138482,0
882,10040092,그녀가 떠날 때,20124947,20798
872,20187105,화이: 괴물을 삼킨 아이,20123383,0
827,20187086,소원,20134582,0
787,20186798,벌거숭이,20125247,0
878,20067819,화이: 괴물을 삼킨 아이,20123383,116782
840,10050734,히어로,20136059,743523
791,20173046,아유레디?,20138482,0
815,20142000,깡철이,20123381,0
853,10026863,히어로,20136059,321654
725,20183539,낭만파 남편의 편지,20125228,0
795,20178207,투 타이거,20132087,0
741,10044051,슈퍼배드 2,20122089,139359
804,20161740,깡철이,20123381,0
900,10072185,시체가 돌아왔다,20124051,0
739,10014824,섀도우 헌터스: 뼈의 도시,20129588,932363
764,20167620,러시안 소설,20127526,111927
834,10063816,프리즈너스,20130783,487166
856,10009361,러시 : 더 라이벌,20132120,45056
836,10079715,하리수의 도색,20132741,0
736,10063568,섀도우 헌터스: 뼈의 도시,20129588,8567
820,10047357,소원,20134582,1342924
895,10040580,시체가 돌아왔다,20124051,4384227
823,10004448,소원,20134582,1601692
883,10010920,그녀가 떠날 때,20124947,0
871,20186422,화이: 괴물을 삼킨 아이,20123383,0
779,20125860,퍼펙트,20131241,330701
863,10067353,화이: 괴물을 삼킨 아이,20123383,3095845
855,10077282,러시 : 더 라이벌,20132120,2770984
884,10085762,디어 한나,20113485,19755
889,20127596,세이지: 육지의 물고기,20125148,0
762,20177820,프리버즈: 밍쿠와 찌아의 도시 대탈출,20131001,11263
896,10001779,시체가 돌아왔다,20124051,1721348
776,10044466,블루 재스민,20131541,490791
841,20110935,히어로,20136059,1181621
845,10030310,히어로,20136059,0
860,10038257,쇼를 사랑한 남자,20132481,5712
807,20185675,깡철이,20123381,0
727,20274611,낭만파 남편의 편지,20125228,0
631,10052293,해로 (偕老),20111074,924881
