,movieNm,movie_code,nations,distribution,rate,genre,director,actor,cast
1242,다이빙벨: 진실은 침몰하지 않습니다,20158943,한국,(주)시네마달,15세이상관람가,다큐멘터리,안해룡|이상호,저스틴 롱|에미 로섬,
1243,엘리노어 릭비: 그 여자,20144242,미국,(주)이수C&E,15세이상관람가,드라마,네드 벤슨,제시카 차스테인|제임스 맥어보이,
1244,화이트 갓,20142422,헝가리|독일|스웨덴,(주)나이너스엔터테인먼트,15세이상관람가,드라마|스릴러,코르넬 문드럭초,조피아 프소타|산도르 즈소테르,
1245,더 딥 블루 씨,20157624,영국|미국,(주)팝엔터테인먼트,청소년관람불가,멜로/로맨스|드라마,테렌스 데이비스,레이첼 와이즈|톰 히들스턴,헤스터|프레디
1246,백자의 사람 : 조선의 흙이 되다,20127046,일본,(주)미로비젼,전체관람가,드라마,타카하시 반메이,요시자와 히사시|배수빈|전수지|사카이 와카나|이시가키 유마|곽민호,선언 학생
1247,은하철도의 꿈,20149715,일본,(주)영화사오원,전체관람가,애니메이션,니시쿠보 미즈호,요코야마 코타|이치무라 마사치카|나카마 유키에,
1248,결혼하지 않아도 괜찮을까,20143922,일본,프리비젼엔터테인먼트,12세이상관람가,드라마,미노리카와 오사무,시바사키 코우|마키 요코|테라지마 시노부,
1249,"섹스, 거짓말 그리고 비디오 테이프",20126668,한국,(주)스넵쏘울,청소년관람불가,코미디,봉만대,이무생|고수희|심재균|티나|임휘성|강인선|정호영|김광수|최희정|이무영|김유진|김유진|박재한|박재현|박희영|봉만대|이동현,경태|형수|판섭|주리|고로께 |영화사직원 |경찰들 |경찰들 |영화사직원 |우동집주인 |경찰들 |붕대 환자 |형사2|DJ|검은양복|만대|경찰들
1250,모두의 천사 가디,20157023,기타,(주)영화사오원|(주)브리즈픽처스,12세이상관람가,코미디|드라마,아민 도라,조르주 카바즈|라라 레인,
1251,다이빙벨: 진실은 침몰하지 않습니다,20158943,한국,(주)시네마달,15세이상관람가,다큐멘터리,안해룡|이상호,조르주 카바즈|라라 레인,
1252,스틸 앨리스,20145042,미국,그린나래미디어(주),12세이상관람가,드라마,리처드 글랫저|워시 웨스트모어랜드,줄리안 무어|알렉 볼드윈|크리스틴 스튜어트|케이트 보스워스,
1253,뱀파이어 아카데미,20158643,미국|영국|루마니아,(주)누리픽쳐스,15세이상관람가,액션|코미디|판타지,마크 워터스,조이 도이치|루시 프라이|다닐라 코즈로브스키,
1254,리미트리스,20126745,미국,팝엔터테인먼트,15세이상관람가,미스터리|스릴러|액션,닐 버거,브래들리 쿠퍼|애비 코니시|로버트 드니로,
1255,"땡큐, 대디",20157021,프랑스,(주)영화사 빅,전체관람가,드라마,닐스 타베니어,자크 검블린|알렉산드라 라미,
1256,후쿠시마의 미래,20138314,한국,(주)인디플러그,전체관람가,다큐멘터리,이홍기,김미화,내레이션
1257,짱구는 못말려 극장판 : 정면승부! 로봇아빠의 역습,20158461,일본,(주)이수C&E,전체관람가,애니메이션|코미디|어드벤처,다카하시 와타루,김미화,내레이션
1258,추억의 마니,20156904,일본,(주)이수C&E,전체관람가,애니메이션,요네바야시 히로마사,김미화,내레이션
1259,투캅스 인 파리,20158082,프랑스,노바엔터테인먼트 ,청소년관람불가,액션|코미디|범죄,다비드 샤혼,오마 사이|로랑 라피트,
1260,아름다운 유혹,20157861,캐나다,(주)마인스 엔터테인먼트,청소년관람불가,멜로/로맨스|드라마,드니 아르캉,멜라니 티에리|에릭 브루노|멜라니 머코스키,스테파니|뤽|린지
1261,파울볼,20157587,한국,오퍼스픽쳐스,전체관람가,다큐멘터리,조정래|김보경,김성근|조진웅|박지은|박진영|설재훈|이경태|이동현|이상훈|이상훈|이성진|이승엽|이승재|이승주,내레이션|고양원더스 프런트|고양원더스 선수단|고양원더스 선수단|고양원더스 선수단|인터뷰|고양원더스 선수단|고양원더스 코칭 스태프|고양원더스 프런트|고양원더스 선수단|고양원더스 선수단|고양원더스 선수단
1262,인서전트,20144461,미국,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가|15세이상관람가,SF|액션,로베르트 슈벤트케,쉐일린 우들리|테오 제임스|케이트 윈슬렛|나오미 왓츠|매기 큐|안셀 엘고트|마일즈 텔러|대니얼 대 킴,
1263,세레나,20158201,미국|프랑스|체코,(주)영화사 진진,청소년관람불가,드라마,수잔 비에르,브래들리 쿠퍼|제니퍼 로렌스,
1264,파리오페라발레 갈라쇼,20159206,프랑스,에스디시코리아 주식회사,전체관람가,공연,브리지트 르페브르,브래들리 쿠퍼|제니퍼 로렌스,
1265,해피 홀리데이,20157223,영국,(주)스톰픽쳐스코리아,12세이상관람가,코미디|드라마,앤디 해밀턴|가이 젠킨,로자먼드 파이크|데이빗 테넌트|빌리 코놀리,
1266,차이나타운,20149266,한국,CGV아트하우스,청소년관람불가,범죄|드라마,한준희,김혜수|김고은|엄태구|박보검|고경표|오대환|배유람|이혁준|백동현|조경섭|권지훈|김경애|오유진|우종현|유지현|김성종|이상희|이수경|김수안|정석용|이대연|이루리|안재홍|기주봉|조복래|이민지,엄마|일영|우곤 |석현|치도 |덩치남|지방경찰1|클럽직원2|치도부하3|화교장정5|화교장정4|일영대역|여중생|닥터|레스토랑 홀서버|치도부하4|덩치남 아내|쏭|어린 일영|우씨|안선생|클럽남|지방경찰2|정장남|탁|엄마 밀항자
1267,노아의 방주: 남겨진 녀석들,20158069,독일|벨기에|룩셈부르크|아일랜드,씨네그루(주)다우기술,전체관람가|전체관람가,애니메이션,토비 젠켈,김하영|배진홍|윤세웅,
1268,빌리와 용감한 녀석들 3,20158428,미국,롯데쇼핑㈜롯데엔터테인먼트,전체관람가,애니메이션|어드벤처,척 파워스,엄상현|조현정,빌리|샌디
1269,맛있는 택배,20158504,한국,노바엔터테인먼트 ,청소년관람불가,멜로/로맨스,기대호,송기준|윤원선|이성민|이예은|이원,희선남|택배기사2|희선|화연남편
1270,두 개의 달,20125916,한국,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,공포(호러),김동빈,박한별|김지석|박진주|라미란|박원상|정원|박순철|서원영|배용근,소희|석호|인정|연순|등산객|영욱목소리|아빠원귀
1271,런 올 나이트,20157041,미국,워너브러더스 코리아(주),청소년관람불가,액션|스릴러,자움 콜렛 세라,리암 니슨|조엘 킨나만|에드 해리스|커먼|제네시스 로드리게스,
1272,생 로랑,20157561,프랑스,(주)팝엔터테인먼트,청소년관람불가,드라마,베르트랑 보넬로,가스파르 울리엘|레아 세이두|루이스 가렐,
1273,명량: 회오리 바다를 향하여,20157431,한국,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,다큐멘터리,정세교|김한민,김한민|오타니 료헤이|이해영|권율|장준녕,내레이션
1274,언프렌디드: 친구삭제,20158704,미국,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,공포(호러)|스릴러,레오 가브리아제,샐리 헤닝|모세 제이콥 스톰|윌 펠츠|헤더 소서맨,
1275,위아영,20158670,미국,(주)브리즈픽처스|(주)영화사오원,15세이상관람가,코미디|드라마,노아 바움백,벤 스틸러|나오미 왓츠|아만다 사이프리드|아담 드라이버,
1276,내 슬픈 창녀들의 추억,20127406,멕시코|스페인|덴마크|미국,CGV아트하우스,청소년관람불가,드라마,헨닝 칼슨,에밀리오 에체바리아|제랄딘 채플린|안젤라 몰리나,
1277,혜경궁 홍씨,20159224,한국,(주)씨타마운틴픽쳐스,12세이상관람가,공연|사극|드라마,장동홍,김소희|윤여성|정태화|이동준|이승헌|황석정,홍수영|내시3
1278,샌 안드레아스,20144682,미국,워너브러더스 코리아(주),12세이상관람가|12세이상관람가,액션|드라마|스릴러,브래드 페이튼,드웨인 존슨|알렉산드리아 다다리오,
1279,세컨 찬스,20159507,덴마크,(주)영화사오원|(주)브리즈픽처스,청소년관람불가,드라마,수잔 비에르,니콜라이 코스터 왈도|마리아 보네비에|니꼴라이 리 카스|율리히 톰센,
1280,연애의 맛,20149062,한국,(주)와우픽쳐스|(주)쇼박스,청소년관람불가,멜로/로맨스|코미디,김아론,오지호|최령|강예원|이종호|이혜란|박지환|정우일|정현진|유예원|이동진|형윤석|이승준|이은지|이은지|김중희|이은지|이은지|오민석,강현민|성기 손 대역|산부인과 간호사3|과거 의사 선배|길 옛애인|편의점 알바|산부인과 여자환자|산부인과 남편|카페직원|남학생2|길 손 대역|소개팅녀 다리|포장마차1|길 손 대역|소개팅녀 다리|에필로그 훈남
1281,윈터 슬립,20158061,터키|프랑스|독일,㈜영화사 백두대간,15세이상관람가,드라마,누리 빌제 세일란,할룩 빌기너|멜리사 소젠|드멧 아크백|네잣 이슬러,
1282,자전거 탄 소년,20113481,벨기에|프랑스,(주)티캐스트,12세이상관람가,드라마,장 피에르 다르덴|뤽 다르덴,세실 드 프랑스|토마 도레,
1283,산다,20148449,한국,(주)리틀빅픽쳐스,청소년관람불가,드라마,박정범,박정범|이승연|이재동|이재복|이찬호|장민애|전용선|전지현|고상훈|정동구|서진원|서호영|성민지|성민지|최소영|최수복|신시정|신유경|신준호|신혜진|오현석|유보라|이두희|허은실|현용주|황경현|이성호|이수진|이승연|이승준|이은미|이은우|주영호|박희본|박명훈,정철|민수|관광버스 승객들|속옷 매장 손님들/관광버스 승객들|마로니에 공원 행인들|교회 목사님|교회/공가옥 아이들|민재 공장 동료|악기사 사장|연극 면접관|관광버스 승객들|마로니에 공원 행인들|오디션 대기자|교회/공가옥 아이들|된장공장 김씨|오디션 대기자|오디션 대기자|가전매장 손님들|정신병원 수납계|가전매장 손님들|환자/보호자|응급실 레지던트|교회 신도들|관광버스 승객들|택배회사 직원|환자/보호자|마로니에 공원 행인들|수연|민재|마로니에 공원 행인들|진영|진성|현경
1284,다이노 타임,20100211,한국|미국,씨제이이앤엠(주),전체관람가|전체관람가,애니메이션|어드벤처|코미디,최윤석|존 카프카,멜라니 그리피스|제인 린치|윌리엄 볼드윈|스티븐 볼드윈|롭 슈나이더|유리 로웬탈,
1285,어벤져스: 에이지 오브 울트론,20148493,미국,월트디즈니컴퍼니코리아(주),12세이상관람가|12세이상관람가,액션|어드벤처|판타지|SF,조스 웨던,로버트 다우니 주니어|크리스 헴스워스|마크 러팔로|크리스 에반스|스칼렛 요한슨|제레미 레너|돈 치들|애런 존슨|엘리자베스 올슨|폴 베타니|코비 스멀더스|제임스 스페이더|사무엘 L. 잭슨|수현,닥터 조
1286,명량: 회오리 바다를 향하여,20157431,한국,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,다큐멘터리,정세교|김한민,김한민|오타니 료헤이|이해영|권율|장준녕,내레이션
1287,반짝이는 박수 소리,20148982,한국,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),전체관람가,다큐멘터리,이길보라,이상국|길경희|이길보라|이광희|정임순|이광희,나오는 사람들|나오는 사람들
1288,사이코패스,20159655,일본,(주)박수엔터테인먼트,15세이상관람가,애니메이션|판타지|스릴러|범죄|SF,시오타니 나오요시,하나자와 카나|세키 토모카즈,
1289,철암 계곡의 혈투,20111027,한국,㈜인디스토리,청소년관람불가,서부극(웨스턴)|액션,지하진,이무생|윤상화|임치우|장경윤|정한나|지하진|천지민|윤기호|지대한|조영진,철기|귀면|경찰|도박꾼|하우스경리|도박꾼|딜러3|도박꾼|판호
1290,엘리노어 릭비: 그 남자,20144241,미국,(주)이수C&E,15세이상관람가,드라마,네드 벤슨,제임스 맥어보이|제시카 차스테인,
1291,더 건맨,20157904,프랑스|스페인|영국,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,액션|스릴러,피에르 모렐,숀 펜|하비에르 바르뎀|이드리스 엘바|레이 윈스톤|마크 라이런스,
1292,기생수 파트2,20158561,일본,판씨네마(주),청소년관람불가,SF|스릴러,야마자키 타카시,소메타니 쇼타|아베 사다오|후카츠 에리|하시모토 아이,
1293,엘리노의 비밀,20113512,프랑스,라인트리엔터테인먼트 ,전체관람가,애니메이션,도미니크 몽페리,이은샘|안영미,안젤리카 (한국어목소리)|엄마 / 오브리 부인/앨리스 (한국어목소리)
1294,동경 표류일기,20150421,싱가포르,(주)영화사 진진,청소년관람불가,애니메이션,에릭 쿠,이은샘|안영미,안젤리카 (한국어목소리)|엄마 / 오브리 부인/앨리스 (한국어목소리)
1295,매드 맥스: 분노의 도로,20144741,미국|호주,워너브러더스 코리아(주),15세이상관람가|15세이상관람가,액션|어드벤처|스릴러,조지 밀러,톰 하디|샤를리즈 테론|니콜라스 홀트|조 크라비츠|로지 헌팅턴-휘틀리|라일리 코프|메간 게일|애비 리|코트니 이튼,
1296,가슴 배구단,20124022,일본,(주)케이앤엔터테인먼트,12세이상관람가,코미디,하스미 에이이치로,아야세 하루카|아오키 무네타카,
1297,우주형제#0,20159103,일본,(주)머스트씨무비릴리징컴퍼니,전체관람가,애니메이션,와타나베 아유무,아야세 하루카|아오키 무네타카,
1298,붓다 : 위대한 여정,20159902,일본,(주)머스트씨무비릴리징컴퍼니,전체관람가,애니메이션,코무라 토시아키,아야세 하루카|아오키 무네타카,
