,movie_name,movie_code,director_name,director_code,director_average,nation,release_date,day1_date,day1_screen,day1_audience,day14_date,day14_audience,actor
2698, 투 러버스 앤 베어,20171062,킴 누옌,20176463,0,캐나다,2017-03-30,2017-03-30,73,386,2017-04-12,3359,데인 드한|타티아나 마스래니
2677, 행복 목욕탕,20161799,나카노 료타,20242246,1,일본,2017-03-23,2017-03-23,98,1614,2017-04-05,18084,미야자와 리에|스기사키 하나|오다기리 죠|이토 아오이
2687, 미스 슬로운,20167364,존 매든,10067817,108420,미국,2017-03-29,2017-03-29,102,3474,2017-04-11,37828,제시카 차스테인|구구 바샤-로|알리슨 필|마크 스트롱|제이크 레이시|마이클 스털버그|더글라스 스미스|존 리스고우|샘 워터스톤
2684, 영화판,20112795,허철,20114576,3399,한국,2012-12-06,2012-12-06,9,75,2012-12-19,1163,정지영|윤진서|임권택|안성기|이진훈|이두용
2688, 원라인,20151230,양경모,20182346,0,한국,2017-03-29,2017-03-29,613,53333,2017-04-11,425019,임시완|진구|박병은|이동휘|김선영|박종환|왕지원|박유환|안세하|조우진|박형수|박건도
2637, 26년,20088506,조근현,10065272,470205,한국,2012-11-29,2012-11-29,442,113921,2012-12-12,2069773,진구|한혜진|임슬옹|배수빈|이경영|장광|천우희|이현걸|전종석|정광재|지성용|김병오|김용민|이상훈|이경영|정현진|이미도|조덕제|김의성|김도윤
2639, 네모난원,20122702,김성훈,20112183,10480,한국,2012-12-06,2012-12-06,15,818,2012-12-19,7166,김정학|정욱|안미나|장석우|조영택|최영덕|박석희|배성현
2655, 쥬라기 파크: 아마존 어드벤쳐,20171812,아담 스핑크스,10091394,0,영국,2017-03-09,2017-03-09,5,8,2017-03-22,68,사쿠라바 나나미|엘조|쿠보타 유키
2630, 러빙,20171141,제프 니콜스,20168764,16915,미국,2017-03-01,2017-03-01,137,1669,2017-03-14,9783,조엘 에저튼|루스 네가|마이클 섀넌|마튼 초카스|빌 캠프|데이빗 젠슨
2716, 플라워,20160302,욘 가라뇨|호세 마리 고에나가,20244630|20244649,0,스페인,2017-04-06,2017-04-06,2,7,2017-04-19,372,마크 월버그|존 굿맨|케빈 베이컨|J.K. 시몬스|미셸 모나한
2726, 십계: 구원의 길,20173181,알렉상드르 아반치니,10042028,0,브라질,2017-04-13,2017-04-13,93,1588,2017-04-26,13914,길례르미 윈터|세르지오 마로네|카밀라 로드리게즈|지젤 이티에
2708, 슈퍼 버드,20162607,리카르도 아나이즈|마이크 컨켈|라울 가르시아,10020531|20247069|20112472,133476,멕시코,2017-04-06,2017-04-06,146,1022,2017-04-19,24076,에드워드 제임스 올모스|치치 마린|케이트 델 카스틸로
2724, 리틀 프린세스 소피아: 엘레나와 비밀의 아발로 왕국,20173601,제이미 미첼,10063534,0,미국,2017-04-13,2017-04-13,75,530,2017-04-26,36288,아리엘 윈터|아이미 카레로|제인 폰다|사라 라미레즈|다시 로즈 번즈|타일러 머나|트래비스 윌링엄|바바라 디릭슨|제나 오르테가|크리스티앙 란스|김미랑|이재현|안경진|윤소라|서지연|연정흠|박조호|홍수정|여민정|이장원
2731, 파우스트,20121827,알렉산더 소쿠로프,10044691,4109,러시아,2012-12-06,2012-12-06,1,97,2012-12-19,2361,요하네스 자일러|게오르그 프리드리히|한나 쉬굴라|앙뜨완느 모노 주니어|이솔다 디차우크|안톤 아다신스키
2728, 흑집사 -북 오브 더 아틀란틱-,20173690,아베 노리유키,10042032,0,일본,2017-04-13,2017-04-13,80,3011,2017-04-26,25672,오노 다이스케|사카모토 마아야
2713, 여자의 일생,20172802,스테판 브리제,10069666,5028,프랑스,2017-04-06,2017-04-06,19,253,2017-04-19,3374,주디스 쳄라|장 피에르 다루셍|욜랭드 모로|니나 메리세|올리비에 페리에|클로틸드 헤스메|알랭 베이글|피네건 올드필드
2714, 원스텝,20172863,전재홍,10061439,239083,한국,2017-04-06,2017-04-06,33,66,2017-04-19,1629,박산다라|한재석|조동인|조달환|홍아름
2723, 댄서,20172161,스티븐 캔터,20274349,0,영국,2017-04-13,2017-04-13,43,902,2017-04-26,16378,세르게이 폴루닌
2737, 메모리즈,20101180,오토모 가츠히로|오카무라 텐사이|모리모토 코지,10050952|20144849|10026268,5272,일본,2012-12-13,2012-12-13,6,36,2012-12-26,1018,앨리스 드바이어|다그마 만젤|마테츠 다미에키|샹텔 반산텐|데이빗 라쉬
2753, 극장판 쿠로코의 농구 라스트 게임,20175142,타다 슌스케,20129269,1842,일본,2017-04-27,2017-04-27,96,5416,2017-05-10,34569,오노 켄쇼
2768, 추격자: 침묵의 살인,20173927,마르코 J. 리들|카르스텐 파우트,10091116|10042796,0,독일,2017-05-04,2017-05-04,5,5,2017-05-17,56,데이빗 치섬
2740, 아버지와 이토씨,20170342,타나다 유키,20126978,30,일본,2017-04-20,2017-04-20,86,691,2017-05-03,5639,우에노 주리|릴리 프랭키|후지 타츠야
2704," 다시, 벚꽃",20172381,유해진,20274629,0,한국,2017-04-06,2017-04-06,132,754,2017-04-19,6290,장범준
2734, 리멤버,20121624,안나 저스티스,20138721,14768,독일,2012-12-13,2012-12-13,10,177,2012-12-26,2411,앨리스 드바이어|다그마 만젤|마테츠 다미에키|샹텔 반산텐|데이빗 라쉬
2703, 나를 찾아서,20173861,더스틴 마르첼리노,10021500,0,미국,2017-04-06,2017-04-06,5,5,2017-04-19,49,레이 리오타|세스 그린|애슐리 쥬드
2732, 고양이를 빌려드립니다,20122861,오기가미 나오코,10050076,11520,일본,2012-12-13,2012-12-13,9,334,2012-12-26,7034,이치카와 미카코|쿠사무라 레이코|미츠이시 켄|타나카 케이
2707, 불곰영웅 밤세: 도둑들의 도시,20172681,크리스티앙 릴테니우스,20274909,0,스웨덴,2017-04-06,2017-04-06,12,31,2017-04-19,1077,빈센트 도노프리오|자니 갈렉키|에이미 티가든|리지에 브로체레|알렉스 로|데이비드 밀러
2739, 모놀리스,20170383,이반 실베스트리니,10055522,0,이탈리아,2017-04-20,2017-04-20,58,313,2017-05-03,1700,카트리나 보우든
2756, 스머프: 비밀의 숲,20161665,캘리 애스버리,10076064,1204176,미국,2017-04-28,2017-04-28,384,9077,2017-05-11,406987,데미 로바토|레인 윌슨|조 맨가니엘로|잭 맥브레이어|맨디 파틴킨
2766, 언노운 콜,20173862,아마리아 올슨,10013883,2251,미국,2017-05-04,2017-05-04,5,5,2017-05-17,56,데이빗 치섬
2774, 광야의 40일,20163026,로드리고 가르시아,10015940,6154,미국,2017-05-11,2017-05-11,10,47,2017-05-24,765,이완 맥그리거|시아란 힌즈|아예렛 주러
2722, 극장판 어드벤처 타임: 비밀의 아일랜드,20174023,엘리자베스 이토,20273951,0,미국,2017-04-13,2017-04-13,53,314,2017-04-26,19601,윤제문|정소민|이일화|신구|이미도|강기영|박혁권|허가윤|도희
2720, 분노의 질주: 더 익스트림,20167542,F. 게리 그레이,10091258,225956,미국,2017-04-12,2017-04-12,"1,238",208481,2017-04-25,2724736,빈 디젤|드웨인 존슨|샤를리즈 테론|제이슨 스타뎀|스콧 이스트우드|커트 러셀|미셸 로드리게즈|엘자 패터키|에바 멘데스|헬렌 미렌|조다나 브루스터|루카스 블랙|타이레스 깁슨|루다크리스
2742, 지렁이,20174164,윤학렬,10054571,582817,한국,2017-04-20,2017-04-20,22,166,2017-05-03,1902,김정균|오예설|황도원
2747," 서서평, 천천히 평온하게",20173301,홍주연|홍현정,20275649|20134752,9049,한국,2017-04-26,2017-04-26,164,3034,2017-05-09,75586,하정우|윤안나|안은새
2761, 슈퍼 빼꼼: 스파이 대작전,20173061,임아론,10058661,135261,한국,2017-05-03,2017-05-03,307,20063,2017-05-16,93489,김태균|최정현|최낙윤|남도형|윤용식|김성연|박상호|장현주
2750, 특별시민,20162871,박인제,20110676,430936,한국,2017-04-26,2017-04-26,"1,154",186007,2017-05-09,1349953,최민식|곽도원|심은경|문소리|라미란|류혜영|이기홍|진선규|권용덕|이주연
2775, 길,20174644,정인봉,10062136,0,한국,2017-05-11,2017-05-11,54,1172,2017-05-24,15053,김혜자|송재호|허진|온주완
2717, 플라워,20160302,욘 가라뇨|호세 마리 고에나가,20244630|20244649,0,스페인,2017-04-06,2017-04-06,2,7,2017-04-19,372,마크 월버그|존 굿맨|케빈 베이컨|J.K. 시몬스|미셸 모나한
2705, 랜드 오브 마인,20168592,마틴 잔드블리엣,10044424,0,덴마크,2017-04-06,2017-04-06,97,1141,2017-04-19,11827,미켈 보엘 폴스라르|루이스 호프만|조엘 바스만
2702, 개에게 처음 이름을 지어준 날,20172821,야마다 아카네,20235708,0,일본,2017-04-06,2017-04-06,43,242,2017-04-19,1965,코바야시 사토미|카미카와 타카야
2710, 슈퍼 버드,20162607,리카르도 아나이즈|마이크 컨켈|라울 가르시아,10020531|20247069|20112472,133476,멕시코,2017-04-06,2017-04-06,146,1022,2017-04-19,24076,에드워드 제임스 올모스|치치 마린|케이트 델 카스틸로
2733, 극장판 파워레인저: 캡틴포스 VS 미라클포스 199 히어로 대결전 ,20122192,타케모토 노보루,20148008,0,일본,2012-12-13,2012-12-13,157,3327,2012-12-26,99125,치바 유다이
2721, 아빠는 딸,20151227,김형협,20230906,0,한국,2017-04-12,2017-04-12,460,33396,2017-04-25,579369,윤제문|정소민|이일화|신구|이미도|강기영|박혁권|허가윤|도희
2751, 극장판 또봇: 로봇군단의 습격,20174165,이달|고동우,10055080|20276549,0,한국,2017-04-27,2017-04-27,143,3017,2017-05-10,134756,하룡이|신경선|이현
2718, 1812 나폴레옹 대전투,20166044,올레그 페센코,10051140,10,러시아,2017-04-06,2017-04-06,5,5,2017-04-19,50,마크 월버그|존 굿맨|케빈 베이컨|J.K. 시몬스|미셸 모나한
2738, 마리안느와 마가렛,20172641,윤세영,20274889,0,한국,2017-04-20,2017-04-20,48,1361,2017-05-03,20760,마리안느 스퇴거|마가렛 피사렉
2736, 메모리즈,20101180,오토모 가츠히로|오카무라 텐사이|모리모토 코지,10050952|20144849|10026268,5272,일본,2012-12-13,2012-12-13,6,36,2012-12-26,1018,앨리스 드바이어|다그마 만젤|마테츠 다미에키|샹텔 반산텐|데이빗 라쉬
2727, 지니어스,20170741,마이클 그랜다지,10022830,0,영국,2017-04-13,2017-04-13,167,2955,2017-04-26,24096,콜린 퍼스|주드 로|니콜 키드먼|로라 린니|가이 피어스|도미닉 웨스트|바네사 커비|마크 아놀드
2735, 메모리즈,20101180,오토모 가츠히로|오카무라 텐사이|모리모토 코지,10050952|20144849|10026268,5272,일본,2012-12-13,2012-12-13,6,36,2012-12-26,1018,앨리스 드바이어|다그마 만젤|마테츠 다미에키|샹텔 반산텐|데이빗 라쉬
2701, 어느날,20167901,이윤기,10056949,120313,한국,2017-04-05,2017-04-05,457,24326,2017-04-18,226751,김남길|천우희
2706, 링스,20173444,하비에르 구티에레즈,10086907,0,미국,2017-04-06,2017-04-06,103,1880,2017-04-19,16151,빈센트 도노프리오|자니 갈렉키|에이미 티가든|리지에 브로체레|알렉스 로|데이비드 밀러
2748," 서서평, 천천히 평온하게",20173301,홍주연|홍현정,20275649|20134752,9049,한국,2017-04-26,2017-04-26,164,3034,2017-05-09,75586,하정우|윤안나|안은새
2709, 슈퍼 버드,20162607,리카르도 아나이즈|마이크 컨켈|라울 가르시아,10020531|20247069|20112472,133476,멕시코,2017-04-06,2017-04-06,146,1022,2017-04-19,24076,에드워드 제임스 올모스|치치 마린|케이트 델 카스틸로
2790, 원 포 더 머니,20124023,줄리 앤 로빈슨,20126433,0,미국,2012-02-16,2012-02-16,142,3228,2012-02-29,26314,캐서린 헤이글|제이슨 오마라|다니엘 선자타
2715, 패트리어트 데이,20171781,피터 버그,10085782,817255,미국,2017-04-06,2017-04-06,373,9580,2017-04-19,74250,마크 월버그|존 굿맨|케빈 베이컨|J.K. 시몬스|미셸 모나한
2764, 오즈의 마법사 2,20174501,알버토 마르,10045149,1,멕시코,2017-05-03,2017-05-03,142,7009,2017-05-16,18291,아델 에넬|올리비에 구르메
2782, 토르: 마법망치의 전설,20113920,오스카 요나손|토비 젠켈|거나 칼슨,20115575|20115576|20126130,150269,아이슬란드,2012-02-09,2012-02-09,270,7697,2012-02-22,472516,하동훈|최효종|김원효|조지훈
2760, 보안관,20162722,김형주,20131894,4774895,한국,2017-05-03,2017-05-03,669,206706,2017-05-16,2323185,이성민|조진웅|김성균|김종수|조우진|임현성|배정남
2725, 소곤소곤 별,20171842,소노 시온,10036571,1051,일본,2017-04-13,2017-04-13,5,5,2017-04-26,31,카구라자카 메구미
2746, 나는 부정한다,20164829,믹 잭슨,10027748,395975,영국,2017-04-26,2017-04-26,89,1321,2017-05-09,23787,레이첼 와이즈|톰 윌킨슨|티모시 스폴|앤드류 스캇|마크 거티스|해리엇 월터|알렉스 제닝스|맥시밀리언 비포트|토드 보이스
2763, 언노운 걸,20163185,뤽 다르덴|장 피에르 다르덴,10019001|10059951,15802,벨기에,2017-05-03,2017-05-03,58,2672,2017-05-16,20137,아델 에넬|올리비에 구르메
2757, 가디언즈 오브 갤럭시 VOL. 2,20163603,제임스 건,10063965,655868,미국,2017-05-03,2017-05-03,"1,166",422412,2017-05-16,2495390,크리스 프랫|조 샐다나|데이브 바티스타|빈 디젤|브래들리 쿠퍼
2745, 파워레인져스: 더 비기닝,20179662,딘 이스라엘리트,10003134,266389,미국,2017-04-20,2017-04-20,431,10413,2017-05-03,72399,데이커 몽고메리|나오미 스콧|RJ 사일러|베키 지|루디 린|빌 헤이더|브라이언 크랜스톤|엘리자베스 뱅크스|데이빗 덴맨|안잘리 자이|캐롤라인 케이브
2754, 런던 프라이드,20173881,매튜 워처스,10025202,0,영국,2017-04-27,2017-04-27,37,588,2017-05-10,9328,빌 나이|이멜다 스턴톤|도미닉 웨스트|패디 콘시딘|앤드류 스캇|조지 맥케이|조셉 길건
2762, 언노운 걸,20163185,뤽 다르덴|장 피에르 다르덴,10019001|10059951,15802,벨기에,2017-05-03,2017-05-03,58,2672,2017-05-16,20137,아델 에넬|올리비에 구르메
2749, 임금님의 사건수첩,20161726,문현성,20125803,1462235,한국,2017-04-26,2017-04-26,934,108463,2017-05-09,1560713,이선균|안재홍|김희원|주진모|장영남|경수진|정해인|조영진
2711, 어느 독재자,20158044,모흐센 마흐말바프,10026503,2498,프랑스,2017-04-06,2017-04-06,20,715,2017-04-19,1936,미하일 고미아쉬빌리|다치 오르벨라쉬빌리
2765, 소림사 무림쟁패,20165766,해도,10079219,104,중국,2017-05-04,2017-05-04,5,5,2017-05-17,58,한삭|유관성
2784, 고스트 라이더 : 복수의 화신,20113890,마크 네빌딘|브라이언 테일러,10024036|10031946,205231,미국,2012-02-16,2012-02-16,240,13001,2012-02-29,117113,니콜라스 케이지|이드리스 엘바
2779, 컷,20113721,아미르 나데리,10041990,0,일본,2012-02-09,2012-02-09,11,115,2012-02-22,1888,니시지마 히데토시|토키와 타카코
2799," 카페, 한 사람을 기다리다",20170511,강금림,10070083,0,대만,2017-05-11,2017-05-11,103,717,2017-05-24,6963,송운화
2744, 파운더,20172125,존 리 행콕,10067767,127737,미국,2017-04-20,2017-04-20,288,3730,2017-05-03,32481,마이클 키튼
2815, 캐리비안의 해적: 죽은 자는 말이 없다,20170982,요아킴 뢰닝|에스펜 샌버그,10051812|10048721,54555,미국,2017-05-24,2017-05-24,"1,357",206541,2017-06-06,2686504,조니 뎁|카야 스코델라리오|올랜도 블룸|하비에르 바르뎀|브렌튼 스웨이츠|제프리 러쉬|데이빗 웬햄|골시프테 파라하니|스티븐 그레이엄|케빈 맥널리|폴 매카트니|마틴 클레바|로드니 아피프
2771, 석조저택 살인사건,20156708,정식|김휘,10061563|10003489,1836276,한국,2017-05-09,2017-05-09,493,84068,2017-05-22,347567,고수|김주혁|문성근|박성웅|임화영
2719, 로즈,20168083,짐 쉐리단,10070943,30764,아일랜드,2017-04-12,2017-04-12,106,1037,2017-04-25,13483,루니 마라|테오 제임스|에릭 바나|바네사 레드그레이브|잭 레이너|수잔 린치|폴린 맥린
2743, 콜로설,20173121,나초 비갈론도,10007088,0,캐나다,2017-04-20,2017-04-20,305,3367,2017-05-03,14501,앤 해서웨이|댄 스티븐스
2755, 허니문 호텔 살인사건,20170488,천병철,10071861,0,중국,2017-04-27,2017-04-27,5,5,2017-05-10,52,김영민|장정초|하윤동|임달화
2730, 더 플랜,20174561,최진성,10072781,13794,한국,2017-04-20,2017-04-20,147,4533,2017-05-03,31523,J.K. 시몬스|크리스토퍼 파파칼리아티스|안드레아 오스바트
2729," 나의 사랑, 그리스",20165843,크리스토퍼 파파칼리아티스,10083417,0,그리스,2017-04-20,2017-04-20,115,1452,2017-05-03,19531,J.K. 시몬스|크리스토퍼 파파칼리아티스|안드레아 오스바트
2806, 로스트 인 파리,20174721,도미니크 아벨|피오나 고든,10012766|10085541,5070,프랑스,2017-05-18,2017-05-18,85,1657,2017-05-31,18037,피오나 고든|도미니크 아벨
2801, 겟 아웃,20175262,조던 필레,10086265,0,미국,2017-05-17,2017-05-17,531,92124,2017-05-30,1799491,다니엘 칼루야|앨리슨 윌리암스|브래들리 휘트포드|캐서린 키너
2809, 무적의 청룡언월도,20163300,유신의,20234226,62,중국,2017-05-18,2017-05-18,5,5,2017-05-31,58,조한선|박효주|김신의|한지상|김재범|윤경호|조진웅
