,movieNm,movie_code,nations,distribution,rate,genre,director,actor,cast
3156,유출본 - 끝까지 한다,20152098,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),에노모토 토시로,아마미 유리|미야자키 아이카,
3157,풍만한 마리아의 가슴,20152100,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),제제 다카히사,사사키 코코네,
3158,권법형사 : 차이나타운,20159422,한국,골든타이드픽처스(주),청소년관람불가,액션|범죄,박상현,서준영|반소영|임전형|강성용|박준영|정연우|정일원|백동현|조규현|조명행|주창욱|선호삼|최춘범|양태열|윤성민|윤성민|한대룡|이상진|서범식,식당 손님|차이나타운 조직원들|일통부하들|고정혁 아역|골목길 중국사내|안내인부하1|남학생들|일통부하들|폐차장 마약범|안내인부하2|인신매매3|일통부하들|안내인부하3|차이나타운 조직원들|일통부하들|경찰서 참고인|향보
3159,나는 야한 여자가 좋다 3 무삭제감독판,20152110,한국,(주)케이알씨지,청소년관람불가,멜로/로맨스,김미연,강필선|손가람,
3160,댓 어쿼드 모먼트-그 어색한 순간,20152483,미국,(주)나우콘텐츠,청소년관람불가,코미디|멜로/로맨스,톰 고미칸,잭 에프런|이모겐 푸츠|마일즈 텔러|마이클 B. 조던,제이슨|엘리|다니엘|마이키
3161,동창생,20151981,일본,(주)케이알씨지,청소년관람불가,멜로/로맨스,다무라 코우스케,사쿠라기 린|콘노 리노,
3162,두 여자의 남자,20151681,프랑스,(주)누리픽쳐스,15세이상관람가,멜로/로맨스|코미디,마누 페이옛,마누 페이옛|엠마누엘 크리퀴|아나이스 드무스티에,
3163,라그나로크,20150781,노르웨이,(주)투윈글로벌,12세이상관람가,액션|어드벤처,미켈 브라에네 산데모세,팔 스베르 하겐|니콜라이 클레브 브로치,
3164,러덜리스,20150522,미국,그린나래미디어(주),12세이상관람가,코미디|드라마,윌리엄 H. 머시,빌리 크루덥|안톤 옐친|셀레나 고메즈|로렌스 피쉬번|펠리시티 허프먼,
3165,레드 툼,20136000,한국,(주)따미픽쳐스,15세이상관람가,다큐멘터리,구자환,김원규|김주완|김형렬|박영대|윤명호|이재근|정방수|조현기,
3166,사쿠란-관능의 시대극 무삭제판,20152112,일본,조이앤키노,청소년관람불가,멜로/로맨스,카와사키 히로유키,사이키 히로코,
3167,소림사 18동인 2,20152111,홍콩,(유)조이앤컨텐츠그룹,12세이상관람가,액션,곽남굉,황가달|전붕,
3168,손님,20148844,한국,씨제이이앤엠(주),15세이상관람가,판타지|공포(호러),김광태,류승룡|이성민|천우희|이준|정경호|김정영|박시연|이민지|백승호|유재현|이서연|이승준|전국환|정준원,촌장|철수 부|아란|민영|담수|환자2|명란|승팔|노인|철수
3169,스플린터,20088602,미국,(주)토러스엔터테인먼트,청소년관람불가,공포(호러)|스릴러,토비 윌킨스,쉐어 위햄|파울로 코스탄조|질 와그너,
3170,아웃캐스트: 절명도망 무삭제판,20151461,미국|캐나다|중국,스크린조이,청소년관람불가,액션|전쟁|어드벤처,닉 포웰,니콜라스 케이지|헤이든 크리스텐슨|유역비,
3171,와일드 인 블루,20152125,미국,주식회사 루믹스미디어,청소년관람불가,멜로/로맨스|스릴러,매튜 버코위츠,프랭크 체르막 주니어|샬롯 엘렌 프라이스,
3172,우먼 인 골드,20151002,미국|영국,(주)팝엔터테인먼트,12세이상관람가,드라마,사이먼 커티스,헬렌 미렌|라이언 레놀즈|다니엘 브륄,
3173,인사이드 아웃,20151225,미국,월트디즈니컴퍼니코리아(주),전체관람가|전체관람가,애니메이션|코미디,피트 닥터,다이안 레인|에이미 포엘러|카일 맥라클란|민디 캘링|빌 헤이더,
3174,인시디어스 3,20150741,미국,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,공포(호러),리 워넬,스테파니 스콧|더못 멀로니|린 샤예,
3175,초식남의 미끈한 OL녀 맛보기,20152601,일본,(주)콘텐츠랩자박,청소년관람불가,성인물(에로)|멜로/로맨스,요시유키 유미,아리무라 치카,미즈호
3176,킹 오브 썸머,20148635,미국,(주)스넵쏘울,15세이상관람가,코미디|드라마,조던 복트-로버츠,닉 로빈슨|가브리엘 바쏘,
3177,태양을 쏴라 무삭제판,20151582,한국,(유)조이앤시네마,청소년관람불가,멜로/로맨스,김태식,강지환|윤진서|박정민,
3178,파스카,20132801,한국,무브먼트,15세이상관람가,드라마,안선경,김소희|성호준|홍혜미|서은지|이지향,동물병원 간호사|동물병원 미용사|산부인과 의사
3179,비서실 여직원들과의 교환섹스,20152683,일본,(주)영진크리에이티브,청소년관람불가,멜로/로맨스|스릴러,하뉴켄지,요시카와 아이미|시마무라 마이카,
3180,착한여자 (무삭제),20152783,한국,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,경석호,김정연|주연서,
3181,남편은 없어-미망인의 정사,20152102,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),쿠라타 다이묘,아사쿠라 유우|쿠보타 레이지,
3182,노팬티 카페의 여자,20152742,일본,(주)엘케이픽쳐스,청소년관람불가,성인물(에로),키리시마 아키코,하즈키 노조미,
3183,농염한 정사 - 젖은 속옷,20152106,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),하나와 유키나리,마루 준코,
3184,다크 플레이스,20156301,미국|영국|프랑스,(주)스톰픽쳐스코리아|주식회사 우리네트웍스,청소년관람불가,드라마|미스터리|스릴러,질스 파겟-브레너,샤를리즈 테론|니콜라스 홀트|클로이 모레츠,
3185,단지처 3: 위험한 과외,20152741,일본,(주)엘케이픽쳐스,청소년관람불가,성인물(에로),안도 본,호조 마키,
3186,빅 게임,20151761,핀란드|영국|독일,(주)도키엔터테인먼트,15세이상관람가,액션|어드벤처,얄마리 헬렌더,사무엘 L. 잭슨|레이 스티븐슨,
3187,사랑의 난,20152743,일본,(주)엘케이픽쳐스,청소년관람불가,성인물(에로),진도 마사아키,오츠키 히비키,
3188,술집 거유녀와 이쁜이,20152104,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),이마오카 신지,아이 카나데,
3189,쓰리 썸머 나잇,20141060,한국,(주)리틀빅픽쳐스|(주)인벤트스톤,청소년관람불가,코미디,김상진,김동욱|임원희|손호준|윤제문|류현경|심은진|이채영|전은진|정승민|박현수|홍광석|김승필|이신범,마기동|해변녀|클럽 전단지녀|근육남3|과거 리포터|추격 경찰2|추격경찰1|대리기사
3190,더 디너,20151382,이탈리아,(주)판다미디어,청소년관람불가,드라마,이바노 데 마테오,지오바나 메조기오르노|알레산드로 가스만|루이지 로 카시오|바보라 보불로바,
3191,더 리치,20151401,미국,(주)나이너스엔터테인먼트,15세이상관람가,액션|스릴러,진-밥티스트 레오네티,마이클 더글라스|제레미 어바인,
3192,라이드 : 나에게로의 여행,20159521,미국,(주)티캐스트,15세이상관람가,드라마,헬렌 헌트,헬렌 헌트|루크 윌슨|브렌튼 스웨이츠,
3193,러브 펀치,20150641,프랑스,(주)에이원엔터테인먼트,15세이상관람가,코미디,조엘 홉킨스,피어스 브로스넌|엠마 톰슨,
3194,밀양 아리랑,20141110,한국,(주)시네마달,15세이상관람가,다큐멘터리,박배일,피어스 브로스넌|엠마 톰슨,
3195,소녀괴담 : 17살 여고생의 악몽,20088594,미국,스크린조이,15세이상관람가,공포(호러)|스릴러,미키 리델,해일리 베넷|제이크 웨버,
3196,악인은 살아 있다,20150941,한국,예지림엔터테인먼트,청소년관람불가,스릴러,김회근,박병은|김홍파|한수연|김법래|이정은|박재웅|박지환|최진환|이규석|김재혁|이승주|이승준|이승진|이윤희|박현지,한병도|백동일|롯데리아고등학생|홍민|김주원|롯데리아고등학생|롯데리아고등학생|롯데리아커플|레스토랑주방직원|레스토랑주방직원|중국인관광객|롯데리아커플|이은지
3197,쥬라기 헌터,20152865,미국,브릿지웍스 엔터테인먼트(주),청소년관람불가,액션|SF|어드벤처,아리 노박,에릭 로버츠|립 힐리스,
3198,청순 여형사의 비밀스런 이중 생활,20152881,일본,(주)콘텐츠랩자박,청소년관람불가,성인물(에로)|멜로/로맨스,오쿠 와타루,요코야마 미유키,래미
3199,폴라로이드,20133667,한국|중국,와이드 릴리즈(주),전체관람가,드라마|가족,주호성,양범|조민서|윤주상|이한위|안병경|강이슬|김길수|김목현|김윤수|김응민|김정아|김태용|김현수|박찬효|서동기|유가영|장나라|정숙향|정윤지|정재연|주호성|차소정|최예원|한동헌|황서인|황서인,수호 |수호손대역
3200,픽셀,20158241,미국,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가|12세이상관람가,액션|어드벤처,크리스 콜럼버스,아담 샌들러|케빈 제임스|미셸 모나한|피터 딘클리지|애슐리 벤슨,
3201,"10,000km(만 킬로미터)",20152001,스페인,주식회사 쇼미미디어앤트레이딩,청소년관람불가,멜로/로맨스|드라마,카를로스 마르쿠즈-마르셋,나탈리아 테나|데이비드 베르다거,
3202,메리 위도우,20145167,미국,(주)인스터피씨엠,전체관람가,공연,앤드류 데이비스,나탈리아 테나|데이비드 베르다거,
3203,퀴어영화 나비 : 어른들의 일,20152209,한국,99film,청소년관람불가,드라마|멜로/로맨스,백인규,유승원|김동훈|김대영,출연|장미
3204,"여형사:강간,사랑 그리고 맛있는 섹스",20152841,일본,(주)영진크리에이티브,청소년관람불가,멜로/로맨스|드라마,안도 진,아오키 리오|사카이 나나미,
3205,극장판 요괴워치: 탄생의 비밀이다냥!,20150501,일본,씨제이이앤엠(주),전체관람가,애니메이션,타카하시 시게하루|우시로 신지,아오키 리오|사카이 나나미,
3206,난 그녀와 키스했다,20151202,프랑스,(주)엣나인필름,청소년관람불가,코미디,막심 고바레|노에미 사글리오,피오 마르마이|프랑크 가스탐비드|아드리안나 그라지엘,
3207,녹아내리는 육체,20152108,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),나리타 유스케,마루 준코|코바야시 유토,
3208,사랑할 때 사랑받을 때,20152107,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),제제 다카히사,에자와 미도리|카와이 류타로,
3209,신의 전쟁,20152901,미국,(주)소나무픽쳐스,15세이상관람가,액션|판타지,토마스 샤피로,맥스 아리아|재키 홀랜드,
3210,암살,20148851,한국,(주)쇼박스,15세이상관람가,액션|드라마,최동훈,전지현|이정재|하정우|오달수|조진웅|이경영|최덕문|김의성|박병은|김홍파|강용빈|홍성지|지동주|장현석|장용현|김민지|김승찬|안태랑|김예은|김정석|김정호|김준우|김지원|박상민|박정환|조승우|김해숙|진경|박소은|김인우|심희섭,안옥윤|염석진|하와이 피스톨|영감|속사포|강인국|황덕삼|집사|카와구치|김구|인력거 직원 |아네모네 여급           |인력거 직원 |법정 방청객 |아네모네 손님 |치과 간호사  |인력거 직원 |법정 방청객 |치과 간호사  |아네모네 손님 |아네모네 손님 |손탁호텔 지배인|법정 방청객 |아네모네 여급           |아네모네 손님 |김원봉|아네모네 마담|안성심|기무라
3211,야한 동거 체험 - 키스 5초 전,20152861,일본,(주)도키엔터테인먼트,청소년관람불가,멜로/로맨스,타지리 유지,하마다 쇼코|카사하라 히데유키,
3212,할 때까지 안 보낼꺼야,20152109,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),카네다 사토시,쿠로다 코란|안나 토모,
3213,화려한 사쿠라 - 육체,20152863,일본,(주)도키엔터테인먼트,청소년관람불가,멜로/로맨스,이시카와 히토시,나나미 나나,
3214,더스트 오브 워,20152809,미국,(주)이놀미디어,청소년관람불가,액션|SF,앤드류 카이트링거,토니 토드|스티븐 루크,크리스퍼스 한센|아벨
3215,셀마,20150061,미국,찬란,12세이상관람가,드라마,에바 두버네이,데이빗 오예로워|카르멘 에조고|톰 윌킨슨,
3216,수호지-천하대영웅 손신,20152803,중국,주식회사 루믹스미디어,12세이상관람가,액션|사극,류신의,강택목,
3217,스노우 아마겟돈,20152504,캐나다,스크린조이,12세이상관람가,액션|어드벤처|판타지,쉘든 윌슨,데이빗 큐빗|로라 해리스,
3218,실종자,20098251,미국,스크린조이,청소년관람불가,스릴러,드로 소레프,사이먼 베이커|파즈 베가,
3219,십이야: 깊고 붉은 열두 개의 밤 Chapter1,20157503,한국,(주)드림팩트엔터테인먼트,15세이상관람가,공포(호러)|스릴러,오인천,이관훈|정보름|박은석|정희준,3rd Episode 남의 소리(atomsFEAR) 출연배우|2nd Episode PM 11:55 출연배우
3220,육체관계,20152561,일본,(유)조이앤컨텐츠그룹,청소년관람불가,멜로/로맨스,우타가와 다이고,고이즈미 키라리|아사쿠라 마리아,
3221,종이 달,20151482,일본,(주)영화사오원|(주)퍼스트런,청소년관람불가,드라마,요시다 다이하치,미야자와 리에|이케마츠 소스케|코바야시 사토미|오오시마 유코,
