,movieNm,movie_code,nations,distribution,rate,genre,director,actor,cast
5769,스페니쉬 어페어,20173225,스페인,(주)모멘텀엔터테인먼트,15세이상관람가,코미디|멜로/로맨스,에밀리오 마르티네즈 라자로,클라라 라고,
5770,아우토반,20168742,영국|독일,와이드 릴리즈(주),15세이상관람가,액션|스릴러,에란 크리비,니콜라스 홀트|펠리시티 존스|안소니 홉킨스|벤 킹슬리,
5771,개구리왕국 2,20170382,중국,예지림엔터테인먼트,전체관람가,애니메이션,펭 페이,사문영|이경태|임주현|홍진욱|윤세웅|이현,재키|프레디|베스티|구리왕|애꾸눈/아빠빠|형사
5772,극장판 암살교실 : 365일의 시간,20171801,일본,(주)박수엔터테인먼트,12세이상관람가,애니메이션,키시 세이지,사문영|이경태|임주현|홍진욱|윤세웅|이현,재키|프레디|베스티|구리왕|애꾸눈/아빠빠|형사
5773,"나의 딸, 나의 누나",20168751,프랑스,판씨네마(주),15세이상관람가,드라마,토마스 비더게인,프랑소아 다미앙|피네건 올드필드|존 C. 라일리,
5774,뒤로 부탁해요-소악마의 유혹,20171643,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),고토 다이스케,사오토메 러브,
5775,라면집 아줌마,20171614,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),시미즈 다이스케,카야마 나츠코,
5776,무림지존: 천하제일검,20171814,중국,(주)소나무픽쳐스,15세이상관람가,액션|드라마,장뢰,카야마 나츠코,
5777,밤의 해변에서 혼자,20179442,한국,(주)영화제작전원사 |(주)콘텐츠판다,청소년관람불가,드라마,홍상수,김민희|정재영|서영화|권해효|송선미|문성근|안재홍|박예주|박홍열|신선,검은 옷 남자|주효
5778,보통사람,20167902,한국,오퍼스픽쳐스,15세이상관람가,드라마,김봉한,손현주|장혁|김상호|라미란|정만식|조달환|지승현|오연아|강현구|이학렬|이형기|박형수|서주연|정원태|양재영|윤준호|이영호|이유진,민국|안기부요원 이요원|운동화 이인삼각 아빠|요원1|민국친구4|안기부 정문요원|교도관3|취조실조사관1|취조실조사관2|최미자
5779,새엄마 최면술로 맘껏 즐기기,20171613,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),소리마치 루이,마키노 하루카,
5780,새엄마: 아버지의 여자를 탐하다 (무삭제),20173283,일본,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,칸바라 이쿠토,마오 하지메,
5781,아기돼지 3형제와 매직램프,20171661,중국,(주)팝엔터테인먼트,전체관람가,애니메이션,위류,마오 하지메,
5782,야한목소리-쏠리네 무삭제,20172741,한국,THE 픽쳐스,청소년관람불가,멜로/로맨스|코미디,이두희,백세리|이유찬,채영|준범
5783,위대한 임무,20171281,미국,(재)CBS,12세이상관람가,드라마|전쟁,피터 스펜서,존 라이스 데이비스,
5784,친구 여동생과의 정사,20173041,일본,(주)도키엔터테인먼트,청소년관람불가,멜로/로맨스,다케다 히데오,존 라이스 데이비스,
5785,특별수사대,20173161,미국,(주)시네마리퍼블릭,15세이상관람가,액션|스릴러,루치아노 세이버,루크 고스|라이언 구즈만|라이언 구즈만,
5786,프리즌,20162181,한국,(주)쇼박스,청소년관람불가,범죄|액션,나현,한석규|김래원|정웅인|조재윤|신성록|곽민호|박영준|임경욱|장한승|신영진|지동주|유정호|윤세현|천재성|이상민|이수민|이용직|이재수|이정수|이정훈|홍도성,정익호|송유건|강소장|홍표|창길|학규|캉웨이패거리2|학규수하2|취사반5|창길패거리1|기태|학규수하3|경비교도대1|우한건설당직남1|창길패거리2|권과장|통제실교도관2|캉웨이|경비교도대3|취사반1
5787,행복 목욕탕,20161799,일본,(주)디스테이션,12세이상관람가,가족|드라마,나카노 료타,미야자와 리에|스기사키 하나|오다기리 죠|이토 아오이,
5788,화가의 비밀 클럽,20171642,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),토모마츠 나오유키,미야자와 리에|스기사키 하나|오다기리 죠|이토 아오이,
5789,히든 피겨스,20167363,미국,이십세기폭스코리아(주),12세이상관람가,드라마,데오도르 멜피,타라지 P. 헨슨|옥타비아 스펜서|케빈 코스트너|커스틴 던스트|짐 파슨스,
5790,LA 대지진,20173247,미국,주식회사 루믹스미디어,15세이상관람가,액션,데이비드 지달리,헨리 이안 쿠식,
5791,스와핑 : 친구부부의 쾌락 무삭제판,20173823,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김민식,헨리 이안 쿠식,
5792,스와핑 : 친구의 아내 무삭제판,20173841,한국,(주)영화사 사계절,청소년관람불가,멜로/로맨스,홍성수,이채담,
5793,신혼여행 : 불륜 무삭제,20173822,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김정오,미즈미 사키|미나미 요시야,
5794,아내의 불륜2 무삭제판,20173825,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김민식,하즈키 노조미,
5795,원나잇스탠드,20164403,한국,(주)전망좋은 영화사,청소년관람불가,스릴러|드라마|멜로/로맨스,지길웅,배정현|이자은|박정환|양상민|최운정|이보미|한진수,준석|지연|저택현악3|꽃바구니 배달원|지연 사무실직원1|간호사|경찰1
5796,젊은 형수 무삭제,20173824,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김정오,미즈미 사키,
5797,호수괴물,20173941,미국,(주)티에스앤컴퍼니,15세이상관람가,공포(호러)|스릴러,크리스 메이저스,랜스 헨릭슨|벳시 베이커,
5798,공각기동대 : 고스트 인 더 쉘,20163194,미국,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가|15세이상관람가,SF|범죄|액션,루퍼트 샌더스,스칼렛 요한슨|마이클 피트|마이클 윈코트|요한 필리프 아스베크|기타노 다케시,
5799,데스노트: 더 뉴 월드,20167005,일본,(주)디스테이션,15세이상관람가,범죄|드라마|스릴러,사토 신스케,히가시데 마사히로|이케마츠 소스케|토다 에리카|스다 마사키|카와에이 리나,
5800,미스 슬로운,20167364,미국|프랑스,(주)메인타이틀픽쳐스,15세이상관람가,드라마|스릴러,존 매든,제시카 차스테인|구구 바샤-로|알리슨 필|마크 스트롱|제이크 레이시|마이클 스털버그|더글라스 스미스|존 리스고우|샘 워터스톤,
5801,새아빠: 엄마의 남자를 탐하다,20173703,일본,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,오우카 하야토,사오토메 루이,
5802,스캔들 III,20173561,한국,(주)케이알씨지,청소년관람불가,멜로/로맨스|드라마,이동현,박혜진|최지안,시연|간병인
5803,완숙 엄마: 아들의 고백,20173702,일본,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,스즈키 마사하루,박혜진|최지안,시연|간병인
5804,원라인,20151230,한국,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,범죄,양경모,임시완|진구|박병은|이동휘|김선영|박종환|왕지원|박유환|안세하|조우진|박형수|박건도|박지홍|안지현|유요한|이도현|최창국|이석호|한민철|이영호|홍성호,민재|석구|지원|송차장|홍대리|한서기관|기태어깨1|피해자2|피해자9|기자1|박씨|기태 어깨3|문수|PC방 손님1|금감원 이사진2|동아은행 황과장
5805,익스펜더블 에셋,20173101,미국,(주)시네마리퍼블릭,15세이상관람가,액션|전쟁,티노 스트럭맨,티노 스트럭맨|테드 맥긴리|제이크 부시,
5806,쿵푸 요가,20172307,중국|인도,브릿지웍스 엔터테인먼트(주),12세이상관람가,액션|어드벤처|코미디,당계례,성룡|레이,
5807,폴란드1943,20172701,독일|폴란드,(주)다날엔터테인먼트,15세이상관람가,드라마|전쟁|액션,미셀 로갈스키,성룡|레이,
5808,강호의 무림신공,20165768,중국,(유)조이앤시네마,12세이상관람가,액션,해도,성룡|레이,
5809,그곳에서만 빛난다,20171843,일본,제인앤유,청소년관람불가,멜로/로맨스|드라마,오미보,이케와키 치즈루|아야노 고,
5810,길들여 주세요,20174101,일본,(주)플라이어,청소년관람불가,드라마,긴다이치 코고로,사사키 아키코,아키
5811,리버 로드,20179221,중국,주식회사 골든럭,전체관람가,드라마,리루이쥔,탕롱|꾸오송타오,아디커|바터
5812,방석집 여주인 - 남편 후배와,20174122,일본,(주)플라이어,청소년관람불가,드라마,오자키 히로코우지,타카세 유나,
5813,분노,20164926,일본,메가박스(주)플러스엠,청소년관람불가,스릴러,이상일,와타나베 켄|모리야마 미라이|마츠야마 켄이치|히로세 스즈|미야자키 아오이|츠마부키 사토시|미우라 타카히로|타카하타 미츠키|이케와키 치즈루|하라 히데코,
5814,실제 바람피는 간통녀,20174121,일본,(주)플라이어,청소년관람불가,드라마,긴다이치 코고로,아야나 리나,
5815,아뉴스 데이,20170421,프랑스,찬란,15세이상관람가,드라마,앤 폰테인,루 드 라쥬,
5816,아빠는 나의 여신,20156765,일본,(주)드림팩트엔터테인먼트|(주)미로스페이스,15세이상관람가,드라마,하라 케이노스케,스도 리사|후지모토 이즈미|야스다 켄,
5817,엄마친구 3,20172861,한국,(주)영화사 사계절,청소년관람불가,멜로/로맨스|코미디,명석환,이영호,영호
5818,존 윅: 특별판,20173901,미국,(유)조이앤시네마,청소년관람불가,액션|드라마,데이빗 레이치|채드 스타헬스키,키아누 리브스,
5819,콜리션,20169603,한국,THE 픽쳐스,청소년관람불가,공포(호러)|스릴러,이윤호|허서형,이승준|이익준|김범태|여이레|박태산|이루리|이승준,가희|기철|성진|태화
5820,투 러버스 앤 베어,20171062,캐나다,(주)팝엔터테인먼트,청소년관람불가,드라마|멜로/로맨스,킴 누옌,데인 드한|타티아나 마스래니,
5821,패왕별희 디 오리지널,20173226,홍콩,(주)드림팩트엔터테인먼트,15세이상관람가,멜로/로맨스,첸 카이거,공리|장풍의|장국영,"주샨|두안 샬루, 시투|쳉 데이, 두지"
5822,하녀: 에나미,20174102,일본,(주)플라이어,청소년관람불가,드라마,나카메구로 코우지,에나미 류,에나미
5823,더 와처스: 비기닝,20174242,러시아,(주)퍼스트런,15세이상관람가,범죄|액션,아르툠 악세넨코,에나미 류,에나미
5824,관능 에로실화 극장,20173691,일본,(주)도키엔터테인먼트,청소년관람불가,멜로/로맨스,이케시마 유타카,아이다 나나,
5825,나부코,20162884,미국,(주)인스터피씨엠,전체관람가,공연,바바라 윌리스 스위츠,플라시도 도밍고,
5826,속옷 보여주는 귀요미,20173692,일본,(주)도키엔터테인먼트,청소년관람불가,멜로/로맨스,후지타 켄지,플라시도 도밍고,
5827,전철 쾌락여행,20173713,일본,(주)도키엔터테인먼트,청소년관람불가,멜로/로맨스,치쿠도 테츠야,타츠미 유이,
5828,츠보미의 첫사랑 일기,20173712,일본,(주)도키엔터테인먼트,청소년관람불가,멜로/로맨스,와타나베 모토츠구,타츠미 유이,
5829,얼라이브,20174162,캐나다,(주)투윈글로벌,12세이상관람가,미스터리|스릴러,제이슨 R. 구드,제이미 밤버|마리 아브게로폴로스,
5830,새오빠 무삭제,20173381,한국,(주)영화사 사계절,청소년관람불가,멜로/로맨스|드라마,이상우,제이미 밤버|마리 아브게로폴로스,
5831,여배우 섹스 스캔들2 무삭제판,20173902,한국,(주)케이알씨지,청소년관람불가,멜로/로맨스|드라마,야마삐,제이미 밤버|마리 아브게로폴로스,
5832,자유부인 2017,20164856,한국,골든타이드픽처스(주),청소년관람불가,멜로/로맨스,윤대이,이채담|채길병,버스안 남자
5833,라이프,20171381,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,15세이상관람가,SF|스릴러,다니엘 에스피노사,제이크 질렌할|레베카 퍼거슨|라이언 레놀즈|사나다 히로유키|앨리욘 버케어|올가 디호비치나야,
5834,시간위의 집,20161923,한국,(주)리틀빅픽쳐스|(주)페퍼민트앤컴퍼니,15세이상관람가,미스터리|스릴러,임대웅,김윤진|옥택연|조재윤|이한위|박준면|백도빈|유인영|서민수|정용욱|이동규|이재우,와타베장군|효제 친아버지|젊은박국장|백성
5835,어느날,20167901,한국,오퍼스픽쳐스|CGV아트하우스,15세이상관람가,멜로/로맨스,이윤기,김남길|천우희|박윤호|박태영|배유리|전유림|신영진|정태인|유경훈|이미소|이상원|이승연|황혜인,강수|미소|응급실 의사1|복지관 직원|복도간호사|진영|김만복 부인|집보러온부부여|빠직원|원룸텔 관리인|나이롱환자3|수간호사|강수회사 동료
5836,여배우의 정사,20174682,일본,(주)아이브픽쳐스,청소년관람불가,기타,마츠오카 다이히코,김남길|천우희|박윤호|박태영|배유리|전유림|신영진|정태인|유경훈|이미소|이상원|이승연|황혜인,강수|미소|응급실 의사1|복지관 직원|복도간호사|진영|김만복 부인|집보러온부부여|빠직원|원룸텔 관리인|나이롱환자3|수간호사|강수회사 동료
5837,개에게 처음 이름을 지어준 날,20172821,일본,(주)퍼스트런|글뫼 주식회사,전체관람가,드라마|다큐멘터리,야마다 아카네,코바야시 사토미|카미카와 타카야,
5838,나를 찾아서,20173861,미국,(주)케이알씨지,12세이상관람가,드라마,더스틴 마르첼리노,레이 리오타|세스 그린|애슐리 쥬드,
5839,나쁜 가정교사-유혹레슨,20173710,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),쿠니사와 미노루,레이 리오타|세스 그린|애슐리 쥬드,
5840,"다시, 벚꽃",20172381,한국,(주)영화사 진진,12세이상관람가,다큐멘터리,유해진,장범준|이철수|장조아|오혜원|이동민|이승준,Cast|Cast|Cast|Cast|Cast
5841,도쿄 황제마사지,20173711,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),다케다 히데오,장범준|이철수|장조아|오혜원|이동민|이승준,Cast|Cast|Cast|Cast|Cast
5842,랜드 오브 마인,20168592,덴마크|독일,(주)싸이더스|아이 엠,15세이상관람가,드라마|전쟁,마틴 잔드블리엣,미켈 보엘 폴스라르|루이스 호프만|조엘 바스만,
5843,링스,20173444,미국,(주)다자인소프트,15세이상관람가,공포(호러),하비에르 구티에레즈,빈센트 도노프리오|자니 갈렉키|에이미 티가든|리지에 브로체레|알렉스 로|데이비드 밀러,홀트 역
5844,불곰영웅 밤세: 도둑들의 도시,20172681,스웨덴,(주)일레븐엔터테인먼트,전체관람가,애니메이션,크리스티앙 릴테니우스,빈센트 도노프리오|자니 갈렉키|에이미 티가든|리지에 브로체레|알렉스 로|데이비드 밀러,홀트 역
5845,새엄마들: 아들을 탐하다 (무삭제),20173683,일본,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,칸바라 이쿠토,빈센트 도노프리오|자니 갈렉키|에이미 티가든|리지에 브로체레|알렉스 로|데이비드 밀러,홀트 역
5846,슈퍼 버드,20162607,멕시코,와이드 릴리즈(주),전체관람가,애니메이션,리카르도 아나이즈|마이크 컨켈|라울 가르시아,에드워드 제임스 올모스|치치 마린|케이트 델 카스틸로,
5847,스튜어디스 성감마사지,20173689,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),다케다 히데오,에드워드 제임스 올모스|치치 마린|케이트 델 카스틸로,
5848,시아버지의 자매 복숭아 맛보기,20173709,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),카토 요시카즈,에드워드 제임스 올모스|치치 마린|케이트 델 카스틸로,
5849,어느 독재자,20158044,프랑스|영국|독일,주식회사 디에스이이디,15세이상관람가,드라마,모흐센 마흐말바프,미하일 고미아쉬빌리|다치 오르벨라쉬빌리,
5850,어느 여름날 밤에,20162026,한국,이상우 필름,청소년관람불가,드라마,김헌,김태훈|최재성|신원호|장기원|이상우,산책 남|인력소 사장
5851,여자의 일생,20172802,프랑스,그린나래미디어(주),15세이상관람가,멜로/로맨스,스테판 브리제,주디스 쳄라|장 피에르 다루셍|욜랭드 모로|니나 메리세|올리비에 페리에|클로틸드 헤스메|알랭 베이글|피네건 올드필드,
5852,원스텝,20172863,한국,(주)드림팩트엔터테인먼트,12세이상관람가,드라마,전재홍,박산다라|한재석|조동인|조달환|홍아름|박혜경|신민정|정용환|이수진|한을희|이정우|홍성민,지휘자 최교수|요가원 수강생들|공원 행인들|바이올린 대기 학생들|부동산 중개인|휴대폰 매장 앞 행인들|편의점 직원
5853,팔극권: 불공대천,20170345,중국,(주)소나무픽쳐스,12세이상관람가,액션|드라마,곽회중,박산다라|한재석|조동인|조달환|홍아름|박혜경|신민정|정용환|이수진|한을희|이정우|홍성민,지휘자 최교수|요가원 수강생들|공원 행인들|바이올린 대기 학생들|부동산 중개인|휴대폰 매장 앞 행인들|편의점 직원
5854,패트리어트 데이,20171781,미국,(주)이수C&E,15세이상관람가,드라마|스릴러,피터 버그,마크 월버그|존 굿맨|케빈 베이컨|J.K. 시몬스|미셸 모나한,
5855,플라워,20160302,스페인,(주)모멘텀엔터테인먼트,12세이상관람가,드라마,욘 가라뇨|호세 마리 고에나가,마크 월버그|존 굿맨|케빈 베이컨|J.K. 시몬스|미셸 모나한,
5856,1812 나폴레옹 대전투,20166044,러시아,(주)케이알씨지,12세이상관람가,어드벤처|드라마,올레그 페센코,마크 월버그|존 굿맨|케빈 베이컨|J.K. 시몬스|미셸 모나한,
5857,여배우와 동거,20174461,한국,(주)케이피에이기획,청소년관람불가,멜로/로맨스,이슬,이유찬|민도윤|윤세나|이가희,수빈
5858,청불학원: 무삭제판,20173384,한국,(주)로드하우스,청소년관람불가,멜로/로맨스|코미디,최무연,이유찬|민도윤|윤세나|이가희,수빈
5859,내 친구의 남편,20174482,한국,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스|드라마,주종백,이유찬|민도윤|윤세나|이가희,수빈
5860,분노의 위치 헌터,20174201,미국,(주)케이알씨지,15세이상관람가,스릴러|미스터리,스와미 M. 칸단,조나단 베넷|알리 폴크너|리차드 리엘,
5861,사슬 - 두 여자의 유혹,20170930,한국,스마일컨텐츠,청소년관람불가,스릴러|멜로/로맨스,박선욱,정향|홍새희|허윤주,교도관2
5862,어쌔신 리벤지,20174503,미국,(주)케이알씨지,15세이상관람가,서부극(웨스턴)|액션,헨리크 쿠토,정향|홍새희|허윤주,교도관2
5863,로즈,20168083,아일랜드,(주)박수엔터테인먼트,15세이상관람가,멜로/로맨스|드라마,짐 쉐리단,루니 마라|테오 제임스|에릭 바나|바네사 레드그레이브|잭 레이너|수잔 린치|폴린 맥린,
5864,분노의 질주: 더 익스트림,20167542,미국|일본|프랑스|캐나다,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,액션|범죄|스릴러,F. 게리 그레이,빈 디젤|드웨인 존슨|샤를리즈 테론|제이슨 스타뎀|스콧 이스트우드|커트 러셀|미셸 로드리게즈|엘자 패터키|에바 멘데스|헬렌 미렌|조다나 브루스터|루카스 블랙|타이레스 깁슨|루다크리스,
5865,아빠는 딸,20151227,한국,메가박스(주)플러스엠,12세이상관람가,코미디,김형협,윤제문|정소민|이일화|신구|이미도|강기영|박혁권|허가윤|도희|박희진|정유동|윤진영|이유진|이정수,재고팀원1|응급실 의사|의사|강지오|담임선생님
5866,감금유희 - 맘대로,20173687,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),치쿠도 테츠야,아마노 코유키,
5867,그녀들과 레슬링,20173708,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),다케다 히데오,아마노 코유키,
5868,극장판 어드벤처 타임: 비밀의 아일랜드,20174023,미국,(주)팝엔터테인먼트,전체관람가,애니메이션,엘리자베스 이토,아마노 코유키,
5869,댄서,20172161,영국|러시아|우크라이나|미국,(주)엣나인필름,15세이상관람가,다큐멘터리,스티븐 캔터,세르게이 폴루닌,
5870,리오의 룸싸롱 잠입,20173688,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),진도 마사아키,세르게이 폴루닌,
5871,리틀 프린세스 소피아: 엘레나와 비밀의 아발로 왕국,20173601,미국,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,애니메이션|어드벤처|가족|판타지|뮤지컬,제이미 미첼,아리엘 윈터|아이미 카레로|제인 폰다|사라 라미레즈|다시 로즈 번즈|타일러 머나|트래비스 윌링엄|바바라 디릭슨|제나 오르테가|크리스티앙 란스|김미랑|이재현|안경진|윤소라|서지연|연정흠|박조호|홍수정|여민정|이장원,소피아|엘레나|슈리키|미란다|앰버|제임스|롤랜드|플로라|이사벨|에스테반|소피아|엘레나|슈리키|미란다|앰버|제임스|롤랜드|플로라|이사벨|에스테반
5872,부부교환의 날: 직장 상사 부부의 초대,20174502,일본,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,스즈키 마사하루,아리엘 윈터|아이미 카레로|제인 폰다|사라 라미레즈|다시 로즈 번즈|타일러 머나|트래비스 윌링엄|바바라 디릭슨|제나 오르테가|크리스티앙 란스|김미랑|이재현|안경진|윤소라|서지연|연정흠|박조호|홍수정|여민정|이장원,소피아|엘레나|슈리키|미란다|앰버|제임스|롤랜드|플로라|이사벨|에스테반|소피아|엘레나|슈리키|미란다|앰버|제임스|롤랜드|플로라|이사벨|에스테반
5873,성희왕- 48체위,20173707,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),카시하라 타츠로,아리엘 윈터|아이미 카레로|제인 폰다|사라 라미레즈|다시 로즈 번즈|타일러 머나|트래비스 윌링엄|바바라 디릭슨|제나 오르테가|크리스티앙 란스|김미랑|이재현|안경진|윤소라|서지연|연정흠|박조호|홍수정|여민정|이장원,소피아|엘레나|슈리키|미란다|앰버|제임스|롤랜드|플로라|이사벨|에스테반|소피아|엘레나|슈리키|미란다|앰버|제임스|롤랜드|플로라|이사벨|에스테반
5874,소곤소곤 별,20171842,일본,제인앤유,전체관람가,SF|판타지,소노 시온,카구라자카 메구미,
5875,십계: 구원의 길,20173181,브라질,씨네그루(주)키다리이엔티,전체관람가,드라마,알렉상드르 아반치니,길례르미 윈터|세르지오 마로네|카밀라 로드리게즈|지젤 이티에,
5876,지니어스,20170741,영국|미국,(주)라이크 콘텐츠,12세이상관람가,드라마,마이클 그랜다지,콜린 퍼스|주드 로|니콜 키드먼|로라 린니|가이 피어스|도미닉 웨스트|바네사 커비|마크 아놀드,맥스 퍼킨스 역|토마스 울프 역|엘린 역|F. 스콧어니스트 헤밍웨이 역 피츠제럴드 역
5877,테이큰 비긴즈,20171809,영국|모로코|스페인,THE 픽쳐스,15세이상관람가,드라마|스릴러,하워드 J. 포드,안젤라 딕슨|나이젤 휘트미|리사 에이크혼,
5878,형님아내3(아랫집 부인),20174782,한국,이돌영화사,청소년관람불가,멜로/로맨스|액션,이돌,최사랑|이돌,이사 온 여자|노숙자
5879,흑집사 -북 오브 더 아틀란틱-,20173690,일본,(주)박수엔터테인먼트,15세이상관람가,애니메이션|판타지|드라마|액션,아베 노리유키,오노 다이스케|사카모토 마아야,세바스찬 미카엘리스|시엘 팬텀하이브
5880,오텔로,20173201,독일,(주)케빈앤컴퍼니,12세이상관람가,공연,크리스티안 틸레만,오노 다이스케|사카모토 마아야,세바스찬 미카엘리스|시엘 팬텀하이브
5881,더 와처스: 잭 팟,20175082,러시아,(주)퍼스트런,15세이상관람가,범죄|액션,아르툠 악세넨코,알렉산드라 보르티취|일리야 말라닌,
5882,19금 섹스비디오 무삭제 감독판,20175001,한국,(주)케이알씨지,청소년관람불가,멜로/로맨스,박범수,알렉산드라 보르티취|일리야 말라닌,
5883,신의 기적,20174942,미국,(유)조이앤시네마,15세이상관람가,드라마|가족,박범수,알렉산드라 보르티취|일리야 말라닌,
5884,거유부인의 파티,20173686,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),이케시마 유타카,알렉산드라 보르티취|일리야 말라닌,
5885,공각기동대 신극장판,20174163,일본,(주)레인메이커필름|(주)모멘텀엔터테인먼트,15세이상관람가,애니메이션|SF|액션,노무라 카즈야,사카모토 마아야,
5886,기모노가 젖은 밤,20173684,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),세키네 카즈미,하타노 유이,
5887,긴자의 밤황제-실화 베개 영업,20173706,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),요코야마 히로유키,하타노 유이,
5888,"나의 사랑, 그리스",20165843,그리스,(주)팝엔터테인먼트,15세이상관람가,드라마|멜로/로맨스,크리스토퍼 파파칼리아티스,J.K. 시몬스|크리스토퍼 파파칼리아티스|안드레아 오스바트,
5889,더 플랜,20174561,한국,(주)엣나인필름,15세이상관람가,다큐멘터리,최진성,J.K. 시몬스|크리스토퍼 파파칼리아티스|안드레아 오스바트,
5890,마리안느와 마가렛,20172641,한국,(주)팝엔터테인먼트,전체관람가,다큐멘터리,윤세영,마리안느 스퇴거|마가렛 피사렉|박정환,특별출연
5891,모놀리스,20170383,이탈리아,이언픽쳐스,12세이상관람가,드라마|스릴러,이반 실베스트리니,카트리나 보우든,
5892,새엄마의 화끈한 유혹,20173685,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),신도 레이,쇼우다 치사토,
5893,아버지와 이토씨,20170342,일본,와이드 릴리즈(주),12세이상관람가,드라마|코미디,타나다 유키,우에노 주리|릴리 프랭키|후지 타츠야,
5894,오두막,20172541,미국,판씨네마(주),12세이상관람가,드라마,스튜어트 하젤딘,샘 워싱턴|옥타비아 스펜서|라다 미첼|라이언 로빈스|그레이엄 그린|데릭 해밀턴|에밀리 홈즈,
5895,지렁이,20174164,한국,투썸업픽쳐스,청소년관람불가,드라마,윤학렬,김정균|오예설|황도원|박지혜|백대기|성민근|신철승|우지연|유소영|최다미,CF소녀|불륜남|피아노손 대역|상인회장|헤어디자이너|도우미2|6살자야
5896,청춘연애,20174621,중국,즐감,12세이상관람가,멜로/로맨스,주척여,유역비|크리스,
5897,친구엄마 2017: 친구가 집에 없던 날,20174901,한국,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스|드라마,이진,유역비|크리스,
5898,콜로설,20173121,캐나다|스페인,(주)드림팩트엔터테인먼트,12세이상관람가,액션|코미디|SF,나초 비갈론도,앤 해서웨이|댄 스티븐스,
5899,터진 욕정의 유부녀,20173705,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),요리다 헤이스케,앤 해서웨이|댄 스티븐스,
5900,파운더,20172125,미국,CGV아트하우스,15세이상관람가,드라마,존 리 행콕,마이클 키튼,
5901,파워레인져스: 더 비기닝,20179662,미국,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,액션|어드벤처|판타지|SF,딘 이스라엘리트,데이커 몽고메리|나오미 스콧|RJ 사일러|베키 지|루디 린|빌 헤이더|브라이언 크랜스톤|엘리자베스 뱅크스|데이빗 덴맨|안잘리 자이|캐롤라인 케이브,레드 레인져 역|핑크 레인져 역|블루 레인져  역|옐로우 레인져  역|블랙 레인져  역|알파 5 목소리 역|조던 역|리타 레풀사 역
5902,퍼펙트 킬러,20174802,미국,(주)케이알씨지,청소년관람불가,액션|스릴러,저스틴 스틸,스티븐 랭|스티븐 시걸,
5903,하고 싶은 날 무삭제,20173762,한국,(주)푸른별 엔터테인먼트,청소년관람불가,멜로/로맨스|드라마,장정관,스티븐 랭|스티븐 시걸,
5904,1940: 최강의 독일 전차부대,20174941,덴마크,(주)소나무픽쳐스,15세이상관람가,전쟁|액션|드라마,로니 에즈라,스티븐 랭|스티븐 시걸,
5905,가정교사-맛있는 섹스 비밀 수업,20175184,한국,(주)케이알씨지,청소년관람불가,멜로/로맨스,이전,스티븐 랭|스티븐 시걸,
5906,더 호드,20175482,미국,(주)시네마리퍼블릭,청소년관람불가,액션|공포(호러),자레드 콘,폴 로건,
5907,암살교실: 졸업편,20175461,일본,(주)에이원엔터테인먼트,12세이상관람가,액션|코미디,하스미 에이이치로,야마다 료스케|시이나 깃페이,
5908,아시안 스쿨 걸즈,20175241,미국,(주)케이알씨지,청소년관람불가,액션|드라마,로렌스 실버스타인,야마다 료스케|시이나 깃페이,
5909,착한불륜,20174921,한국,(주)인포투스,청소년관람불가,멜로/로맨스,에로핑,야마다 료스케|시이나 깃페이,
5910,킹덤 오브 글래디에이터,20175381,미국|이탈리아,(주)케이알씨지,15세이상관람가,액션|어드벤처|전쟁,스테파노 밀라,야마다 료스케|시이나 깃페이,
